address,number,municipality,latitude,longitude,id,postal_code,province
Dorent,38,DROGENBOS,50.795932750000006,4.302217750946255,10909.0,1620.0,Vlaams-Brabant
Schaarbeekstraat,15,MELSELE,51.1907226,4.2977548,10910.0,9120.0,Oost-Vlaanderen
Rue Rosa Luxembourg,0,SOUMAGNE,50.6120239,5.7532683,10911.0,4630.0,Liège
Bellestraat,218,AFFLIGEM,50.89288435,4.129492301324884,10912.0,1790.0,Vlaams-Brabant
Poelstraat,0,MERELBEKE,50.9843392,3.7548028,10913.0,9820.0,Oost-Vlaanderen
Duitslandstraat,9,TEMSE,51.143904199999994,4.199444610502549,10914.0,9140.0,Oost-Vlaanderen
Koning ridderdijk,2,WESTENDE,51.1713854,2.776052870563038,10915.0,8434.0,West-Vlaanderen
Molenbergstraat,25,Landen,50.75226135,5.088178761474943,10917.0,3400.0,Vlaams-Brabant
Poederstraat,30,ARENDONK,51.3316192,5.125501623339483,10918.0,2370.0,Antwerpen
Kunstdal,5,EEKLO,51.197057099999995,3.52987806262177,10919.0,9900.0,Oost-Vlaanderen
Luchthavenlaan,24,VILVOORDE,50.9225991,4.4414014,10920.0,1800.0,Vlaams-Brabant
Luchthavenlaan,31,VILVOORDE,50.9236135,4.4433648,10921.0,1800.0,Vlaams-Brabant
Bredabaan,350,WUUSTWEZEL,51.39448495,4.596955356186612,10922.0,2990.0,Antwerpen
Antwerpsesteenweg,292,MALLE,51.2972878,4.6898158,10923.0,2390.0,Antwerpen
Sleidinge-dorp,102,EVERGEM,51.134729899999996,3.6802958960299197,10924.0,9940.0,Oost-Vlaanderen
Bourgondiëstraat,5,OUDENAARDE,50.843146000000004,3.6105854805804234,10925.0,9700.0,Oost-Vlaanderen
Platteberg,11,GENT,51.0486616,3.7284757,10926.0,9000.0,Oost-Vlaanderen
Platteberg,11,GENT,51.0486616,3.7284757,10898.0,9000.0,Oost-Vlaanderen
Platteberg,11,GENT,51.0486616,3.7284757,10899.0,9000.0,Oost-Vlaanderen
Kornelisplein,0,HOREBEKE,50.8343203,3.6982769,10900.0,9667.0,Oost-Vlaanderen
Spoorwegstraat,0,SINT-MICHIELS,51.1911851,3.220529,10929.0,8200.0,West-Vlaanderen
Daalstraat,114,ZUTENDAAL,50.926199499999996,5.556691677512147,7734.0,3690.0,Limburg
Beukenstraat,1,ROESELARE,50.99242505,3.099045352238325,10931.0,8800.0,West-Vlaanderen
Schoolstraat,33,Kasterlee,51.223449,4.919725140660839,10932.0,2460.0,Antwerpen
Napelsstraat ,0,ANTWERPEN,51.232195,4.4110648,10933.0,2000.0,Antwerpen
Isabellalei,107,ANTWERPEN,51.20366905,4.419233747862943,10934.0,2018.0,Antwerpen
Schalmei,60,SCHILDE,51.25835685,4.582584211728395,10935.0,2970.0,Antwerpen
Kriekelaarstraat,6,KONTICH,51.1139518,4.4635632535571155,10936.0,2550.0,Antwerpen
Bergensesteenweg,69,SINT-PIETERS-LEEUW,50.7740094,4.268506242392524,10937.0,1600.0,Vlaams-Brabant
Werchterplein,21,WERCHTER,50.9708928,4.6934656,10938.0,3118.0,Vlaams-Brabant
kapelsesteenweg,80,BRASSCHAAT,51.27505905,4.456989881155647,10939.0,2930.0,Antwerpen
Sluisvijfbaan,11,BRECHT,51.2982744,4.558801111209105,10943.0,2960.0,Antwerpen
Haarkenstraat,0,LANDEGEM,51.0537681,3.5844632,10944.0,9850.0,Oost-Vlaanderen
lenen,7,ADEGEM,51.20803815,3.4831751090285534,10945.0,9991.0,Oost-Vlaanderen
Schoutlaan,24,EKEREN,51.27885755,4.449558217197482,10946.0,2180.0,Antwerpen
Universiteitsplein ,0,WILRIJK,51.1636915,4.3998725,10947.0,2610.0,Antwerpen
Moerelei,99,WILRIJK,51.161779100000004,4.376188026791816,10948.0,2620.0,Antwerpen
Culliganlaan,0,DIEGEM,50.8881311,4.4530778,10949.0,1831.0,Vlaams-Brabant
Culliganlaan,0,DIEGEM,50.8881311,4.4530778,10957.0,1831.0,Vlaams-Brabant
Hamsesteenweg,2,GREMBERGEN,51.055200299999996,4.105932512873313,10958.0,9200.0,Oost-Vlaanderen
Fortsteenweg,1,MERKSEM,51.2613453,4.4544773,10959.0,2170.0,Antwerpen
Sint-Bernardsesteenweg,101,ANTWERPEN,51.1315544,4.335645956635513,12987.0,2020.0,Antwerpen
Bredabaan,0,MERKSEM,51.2382884,4.4365457,12988.0,2170.0,Antwerpen
Egstraat ,0,OLMEN,51.1202023,5.1638043,11585.0,2491.0,Antwerpen
Schautenstraat,258,MALDEGEM,51.1963236,3.4203862,12989.0,9990.0,Oost-Vlaanderen
Tervuursevest,101,HEVERLEE,50.869626,4.692377077060362,3372.0,3001.0,Vlaams-Brabant
Molenstraat,56,HERENTHOUT,51.139764299999996,4.760832371225384,3371.0,2270.0,Antwerpen
Transfostraat ,0,ZWEVEGEM,50.8128712,3.3507788,3369.0,8550.0,West-Vlaanderen
marelstraat,2,EGEM,51.0155266,3.258148691048034,12991.0,8740.0,West-Vlaanderen
Rue des blés d Or ,1,Perwez,50.6252965,4.8019134,12992.0,1360.0,Brabant Wallon
Kloosterstraat ,0,Lichtaart,51.2244821,4.9211146,12993.0,2460.0,Antwerpen
Kerkhofstraat,18,MEEUWEN,51.096748649999995,5.532548493551874,12994.0,3670.0,Limburg
Wagenmakersstraat,23,LEEST,51.0314135,4.4034827,12995.0,2811.0,Antwerpen
Klaverheide,8,BRASSCHAAT,51.31143955,4.506108152057505,12997.0,2930.0,Antwerpen
Steenweg op Antwerpen ,0,TURNHOUT,51.3189652,4.9184172,12998.0,2300.0,Antwerpen
Kerseveldmeers,2,NIJVERSEEL,50.96502795,4.155806066435448,12999.0,1745.0,Vlaams-Brabant
Steenweg op vilvoorde ,0,DROESHOUT,50.9562001,4.1888694,13000.0,1745.0,Vlaams-Brabant
Olmendreef,1,DE PANNE,51.0911512,2.59753518749256,13001.0,8660.0,West-Vlaanderen
Diesterstraat,15,TESSENDERLO,51.0666764,5.0877877,13002.0,3980.0,Limburg
Astridplein,0,GROBBENDONK,51.1915281,4.7383683,13004.0,2280.0,Antwerpen
Nijverheidsstraat,8,VEURNE,51.0659651,2.6827902,13005.0,8630.0,West-Vlaanderen
Doorniksesteenweg,226,AVELGEM,50.766232450000004,3.442777298542506,13006.0,8582.0,West-Vlaanderen
Doorniksesteenweg,226,AVELGEM,50.766232450000004,3.442777298542506,13007.0,8582.0,West-Vlaanderen
Scheldelaan,6,AVELGEM,50.7752867,3.4492725,13008.0,8582.0,West-Vlaanderen
Philipssite,0,Leuven,50.8675752,4.7119646,13009.0,3001.0,Vlaams-Brabant
Slachthuisstraat,112,Turnhout,51.30102665,4.917271878326556,13010.0,2300.0,Antwerpen
Industrielaan,5,Waregem,50.86427195,3.4426369900971054,13011.0,8790.0,West-Vlaanderen
Rue Pepinster,76,Ensival,50.579353999999995,5.839574312084212,13012.0,4800.0,Liège
President Kennedypark,0,KORTRIJK,50.8030644,3.2745186,13013.0,8500.0,West-Vlaanderen
Voortkapelseweg,102,HERENTALS,51.1195174,4.8472854,15213.0,2200.0,Antwerpen
Molenbaan,54,MERCHTEM,50.98253215,4.235684790668204,15214.0,1785.0,Vlaams-Brabant
Onze-lieve-vrouwstraat,25,BERCHEM,51.19467675,4.416369459860203,15215.0,2600.0,Antwerpen
Willem Van Laarstraat,0,BERCHEM,51.1941149,4.4226181,15216.0,2600.0,Antwerpen
Noppenstraat ,1,Bilzen,50.8442529,5.6076057,15217.0,3740.0,Limburg
Martenslindestraat,0,Bilzen,50.8527176,5.5347298,15218.0,3742.0,Limburg
Boslaan,2,Kasterlee,51.23715895,4.9640490442420555,14040.0,2460.0,Antwerpen
Parc du Cinquantenaire ,11,Bruxelles,50.8399215,4.3934101,15225.0,1000.0,Bruxelles-Brussel
Lambroekstraat,50,WETTEREN,50.9831807,3.8684869561295967,15226.0,9230.0,Oost-Vlaanderen
Poederleesteenweg,67,Lichtaart (Kasterlee),51.223938849999996,4.904511077779283,15228.0,2460.0,Antwerpen
Mgr. Cardijnstraat,39,Kasterlee,51.238692099999994,4.963339796947535,15229.0,2460.0,Antwerpen
rue du 8 Septembre,41,DAMPICOURT,49.553928400000004,5.498255132266261,15231.0,6767.0,Luxembourg
Tolhuisstraat,12,LILLO,51.3046211,4.2897808,15232.0,2040.0,Antwerpen
Emiel Vloorsstraat,0,ANTWERPEN,51.1920821,4.3695876,15234.0,2020.0,Antwerpen
Grote Doelstraat,0,Bonheiden,51.0273727,4.5500899,15235.0,2820.0,Antwerpen
Blokellestraat,0,ZWEVEGEM,50.8091454,3.351594,15237.0,8550.0,West-Vlaanderen
Joseph possozplein,40,HALLE,50.73614995,4.239349657654616,15238.0,1500.0,Vlaams-Brabant
Kloosterstraat,1,HEIST-OP-DEN-BERG,51.0764677,4.7310737,15240.0,2220.0,Antwerpen
Zuiderdijk,2,WETTEREN,51.00761495,3.879101025977623,15241.0,9230.0,Oost-Vlaanderen
brusselsesteenweg,191,ASSE,50.873849,4.2882918,15243.0,1730.0,Vlaams-Brabant
Van Steenestraat,10,KNOKKE,51.33967555,3.289168634944625,13135.0,8300.0,West-Vlaanderen
Van Steenestraat,10,KNOKKE,51.33967555,3.289168634944625,15244.0,8300.0,West-Vlaanderen
Spoorwegstraat,12,BRUGGE,51.19390305,3.2180861477395926,15245.0,8200.0,West-Vlaanderen
Biekorfstraat,72,ANTWERPEN,51.22784355,4.425572694628894,15247.0,2060.0,Antwerpen
Legeweg ,0,Oostkamp,51.1724263,3.2489571,15248.0,8020.0,West-Vlaanderen
Zwart Goor,1,MERKSPLAS,51.3832127,4.887157725013271,12600.0,2330.0,Antwerpen
Prins Boudewijnlaan,41,KONTICH,51.1369154,4.4391309,15249.0,2550.0,Antwerpen
Oude Brusselsestraat,10,MECHELEN,51.0210926,4.4812702,15250.0,2800.0,Antwerpen
Reizigersstraat,61,TIENEN,50.802830799999995,4.942831143393082,15251.0,3300.0,Vlaams-Brabant
Sint-Jorisplein ,20,TIENEN,50.8047363,4.9364990539211835,12595.0,3300.0,Vlaams-Brabant
Dorpsstraat,177,MEERBEEK,50.8817398,4.5892085,15252.0,3078.0,Vlaams-Brabant
Gemeentehuisstraat,11,EVERBERG,50.8771077,4.5698773,15253.0,3078.0,Vlaams-Brabant
Verhaegenstraat,28,HOLSBEEK,50.923479150000006,4.758144454332927,13158.0,3220.0,Vlaams-Brabant
Industrielaan,20,EREMBODEGEM,50.907474050000005,4.0453901485588215,15254.0,9320.0,Oost-Vlaanderen
Grensstraat,21,SINT-JOOST-TEN-NODE,50.853289149999995,4.3702426714818206,14314.0,1210.0,Bruxelles-Brussel
Collegelaan,0,BORGERHOUT,51.2134612,4.4566906,15256.0,2140.0,Antwerpen
Maatheide,106,LOMMEL,51.2446791,5.263837830505766,13042.0,3920.0,Limburg
Herestraat,49,LEUVEN,50.87987205,4.673798286801558,13041.0,3000.0,Vlaams-Brabant
Sint-jansstraat,19,POPERINGE,50.84697125,2.750618855398936,15259.0,8970.0,West-Vlaanderen
Erneuville,27,Tenneville,50.11429835,5.55052485,15260.0,6970.0,Luxembourg
Laneuville au bois,1,tenneville ,50.081977699999996,5.467265525613792,15261.0,6970.0,Luxembourg
Erneuville,27,Tenneville ,50.11429835,5.55052485,15262.0,6970.0,Luxembourg
Erneuville,27,Tenneville,50.11429835,5.55052485,15263.0,6970.0,Luxembourg
Laneuville au bois,1,Tenneville,50.081977699999996,5.467265525613792,15264.0,6970.0,Luxembourg
Rue Haute,18,RIXENSART,50.71066,4.5147658,15265.0,1330.0,Brabant Wallon
Lloyd Georgelaan,11,BRUSSEL,50.815453649999995,4.375191302916818,15266.0,1000.0,Bruxelles-Brussel
Dorp Schellebelle,0,SCHELLEBELLE,51.0130831,3.9288858,15267.0,9260.0,Oost-Vlaanderen
Bouwelse Steenweg,8,HERENTHOUT,51.1405414,4.7552273,15268.0,2270.0,Antwerpen
Oorderseweg ,0,EKEREN,51.2807925,4.4132019,15269.0,2180.0,Antwerpen
Antwerpse Heirweg,0,DAMME,51.2073505,3.3534021,15270.0,8340.0,West-Vlaanderen
Rue Bouhette,4,MONTEGNEE,50.6298777,5.5091442,15271.0,4420.0,Liège
Putsebaan,103,KEERBERGEN,51.006766400000004,4.638346338297762,15272.0,3140.0,Vlaams-Brabant
T voorbroek,3,KEERBERGEN,51.00229545,4.627314612177494,15273.0,3140.0,Vlaams-Brabant
Thibautstraat,65,ANTWERPEN,51.2047248,4.45457845706278,15274.0,2018.0,Antwerpen
Rue Jules Bordet,46,SENEFFE,50.5085728,4.2626335,15275.0,7180.0,Hainaut
Wetstraat,175,BRUSSEL,50.842167,4.3829501,15276.0,1000.0,Bruxelles-Brussel
Wetstraat,175,BRUSSEL,50.842167,4.3829501,15277.0,1000.0,Bruxelles-Brussel
Wetstraat,155,BRUSSEL,50.8427862,4.3804836,15278.0,1000.0,Bruxelles-Brussel
Sint-huybrechtstraat,1,MERCHTEM,50.9818507,4.2182408,15279.0,1785.0,Vlaams-Brabant
Brussegemplein,8,BRUSSEGEM,50.9272871,4.2669481,15280.0,1785.0,Vlaams-Brabant
Dreefstraat,0,WICHELEN,51.0126546,3.9691868,15281.0,9260.0,Oost-Vlaanderen
Steenovenstraat,19,GISTEL,51.1791274,2.9387944,15282.0,8470.0,West-Vlaanderen
Sportstraat,0,ZINGEM,50.9033173,3.6604195,15283.0,9750.0,Oost-Vlaanderen
Nieuw zuid,0,ANTWERPEN,51.20471295,4.382864949203091,15284.0,2000.0,Antwerpen
Hoogboomsteenweg,124,KAPELLEN,51.3137076,4.450504079914978,15285.0,2950.0,Antwerpen
Koutermolenstraat,73,BELSELE,51.14895335,4.07742805,15286.0,9111.0,Oost-Vlaanderen
Ward De Bockstraat ,0,LOKEREN,51.1142869,3.9670785,15287.0,9160.0,Oost-Vlaanderen
Doorslaardorp,72,LOKEREN,51.12133535,3.9267848201594537,15288.0,9160.0,Oost-Vlaanderen
Muizenheuvelstraat,46,RANST,51.21515355,4.593925026081073,15289.0,2520.0,Antwerpen
Kromstraat,63,RANST,51.194339549999995,4.550304919724978,15290.0,2520.0,Antwerpen
Vrijheidsstraat,12,ASSEBROEK,51.19837295,3.234799596211454,15291.0,8310.0,West-Vlaanderen
Louwijn,13,ASSE,50.8928448,4.164972,15292.0,1730.0,Vlaams-Brabant
Hermeslaan,9,DIEGEM,50.879180950000006,4.437150848420121,15293.0,1831.0,Vlaams-Brabant
Kapellestraat,13,ROOSDAAL,50.84064815,4.086733005196807,15295.0,1760.0,Vlaams-Brabant
Domaine de Cambron,1,BRUGELETTE,50.5889473,3.8867669,15297.0,7940.0,Hainaut
Edewallestraat,96,KORTEMARK,51.04648025,3.010837022010774,15298.0,8610.0,West-Vlaanderen
Vaartdijk,6,TILDONK,50.945381749999996,4.656014128062458,15299.0,3150.0,Vlaams-Brabant
Industrieweg,25,ANTWERPEN,51.17717585,4.763323815831943,15300.0,2030.0,Antwerpen
Blauwhoefstraat,0,ANTWERPEN,51.3089592,4.3254557,15302.0,2040.0,Antwerpen
Scheldelaan,44,ANTWERPEN,51.3685412,4.3023892,15303.0,2030.0,Antwerpen
Sint-Jansweg ,0,KALLO,51.2652833,4.2727,15304.0,9130.0,Oost-Vlaanderen
Avenue Reine Elisabeth,150,Andenne,50.491635349999996,5.087931847881924,15307.0,5300.0,Liège
Rue du Stordoir,5,Gembloux ,50.5807593,4.7154351,15310.0,5030.0,Namur
Chaussée de Liége,55,jambes,50.4570644,4.879137314497241,15312.0,5100.0,Namur
Noorderlaan,21,ANTWERPEN,51.26086025,4.597171631156527,15313.0,2030.0,Antwerpen
Grezstraat,11,VAALBEEK,50.8264347,4.689413670871262,15314.0,3054.0,Vlaams-Brabant
Philipssite,0,HEVERLEE,50.8675752,4.7119646,15149.0,3001.0,Vlaams-Brabant
Petite Rue,4,CHARLEROI,50.4083607,4.4413317,15315.0,6000.0,Hainaut
Avenue Jacques Georgin,0,SCHAARBEEK,50.855627,4.4106824,15317.0,1030.0,Bruxelles-Brussel
Trappistenweg,23,WATOU,50.841935649999996,2.638580919180013,15318.0,8978.0,West-Vlaanderen
Kardinaal Mercierplein,11,JETTE,50.88042555,4.328670723363775,15319.0,1090.0,Bruxelles-Brussel
Brusselstraat,45,ANTWERPEN,51.202674,4.390663259825647,15320.0,2018.0,Antwerpen
Grand Place,0,ENSIVAL,50.581064,5.8386294,15321.0,4800.0,Liège
ROT,8,Letterhoutem,50.9258393,3.883711,15326.0,9521.0,Oost-Vlaanderen
weldoenerslaan,5,Maasmechelen,50.97775795,5.669859083802399,15327.0,3630.0,Limburg
Chaussée de Bruxelles,30,Waterloo,50.727222,4.3983341,15328.0,1410.0,Brabant Wallon
Kerkkouterstraat,60,BAVEGEM,50.9446475,3.8678896606351136,15330.0,9520.0,Oost-Vlaanderen
Ketelboetstraat,38,WAASMUNSTER,51.10868155,4.032183407173324,15331.0,9250.0,Oost-Vlaanderen
Langemeersstraat,6,KORTRIJK,50.827495799999994,3.273732046409306,15332.0,8500.0,West-Vlaanderen
Rue de la grosse pomme,2,MONS,50.4530334,3.9462098,15333.0,7000.0,Hainaut
Kwalestraat,119,AALST,50.93019275,4.022581794173606,15334.0,9300.0,Oost-Vlaanderen
Kaai,0,GERAARDSBERGEN,50.7723362,3.8799558,15335.0,9500.0,Oost-Vlaanderen
Wijnendalestraat,169,BEVEREN ROESELARE,50.9726976,3.1221509,15339.0,8800.0,Oost-Vlaanderen
wouwstraat,44,HOVE,51.161849700000005,4.463063885747058,15341.0,2540.0,Antwerpen
Rue Du Bassin Collecteur,11,HAREN,50.8862477,4.4189436092491565,15343.0,1130.0,Bruxelles-Brussel
Hasseltsesteenweg,107,BERINGEN,51.042847,5.2309199,15344.0,3580.0,Limburg
Bergstraat,25,AALBEKE,50.77761275,3.2331211047083337,15345.0,8511.0,West-Vlaanderen
Polenplein,15,ARDOOIE,50.9795148,3.1969176,15346.0,8850.0,West-Vlaanderen
Victor Rousseaulaan,208,VORST,50.80964615,4.326074844815278,15348.0,1190.0,Bruxelles-Brussel
BELHUTTEBAAN,0,KOEKELARE,51.0788486,2.9868747,15349.0,8680.0,West-Vlaanderen
Rode Kruislaan,34,Bree,51.1362413,5.598758195946772,3181.0,3960.0,Limburg
Rue du Fortin,24,Bastogne,49.9920089,5.7051174,10941.0,600.0,Luxembourg
Mercatorstrasse,16,Saint Vith,50.288343999999995,6.090116730554971,9697.0,4780.0,Liège
Am Herrenbruhl,35,Saint Vith,50.2772075,6.116217051350464,13373.0,4780.0,Liège
Industrieweg ,1098,Herk-de-Stad,50.9444649,5.17200149426765,15351.0,3540.0,Limburg
Eikenlaan,6,Bocholt,51.16660195,5.570335696518027,15352.0,3950.0,Limburg
Sint-Laurentiusplein ,1,Heuvelland,50.783847,2.8262781330226363,15353.0,8950.0,West-Vlaanderen
Vierstraat,31,Heuvelland,50.789403449999995,2.876999301151299,15354.0,8950.0,West-Vlaanderen
Hospicestraat,1,Heuvelland,50.7893584,2.8873451,2036.0,8950.0,West-Vlaanderen
Dikkebusstraat,236,Heuvelland,50.7672955,2.7815408435855273,2037.0,8950.0,West-Vlaanderen
Dikkebusstraat,158,Heuvelland,50.7824628,2.7714879,13956.0,8950.0,West-Vlaanderen
Dikkebusstraat,39,Heuvelland,50.79994375,2.7999591394598426,2034.0,8950.0,West-Vlaanderen
 du chapitre ,3,Frameries,50.4147286,3.8948053,2038.0,7080.0,Hainaut
chapitre,3,frameries,50.4147286,3.8948053,9491.0,7080.0,Hainaut
des dames,79,Frameries,50.4132327,3.8927282,13957.0,7080.0,Hainaut
des dames,79,frameries,50.4132327,3.8927282,10950.0,7080.0,Hainaut
des dames,79,frameries,50.4132327,3.8927282,2792.0,7080.0,Hainaut
Place du marché ,1,Saint Hubert,50.02506975,5.3739063973198125,10951.0,6870.0,Luxembourg
Place du marché,1,Saint Hubert ,50.02506975,5.3739063973198125,10952.0,6870.0,Luxembourg
Place du marché,1,Saint hubert,50.02506975,5.3739063973198125,10954.0,6870.0,Luxembourg
Place du marche,1,Saint hubert,50.02506975,5.3739063973198125,10955.0,6870.0,Luxembourg
Place du marché,1,Saint hubert,50.02506975,5.3739063973198125,10956.0,6870.0,Luxembourg
Place du marché ,1,Saint hubert,50.02506975,5.3739063973198125,15355.0,6870.0,Luxembourg
Place du marché,1,Saint hubert,50.02506975,5.3739063973198125,15356.0,6870.0,Luxembourg
Place du marché,1,Saint hubert,50.02506975,5.3739063973198125,15357.0,6870.0,Luxembourg
Place du marché,1,Saint Hubert,50.02506975,5.3739063973198125,15358.0,6870.0,Luxembourg
Place du marché ,1,Saint hubert,50.02506975,5.3739063973198125,15359.0,6870.0,Luxembourg
Rue sohet,21,Liége,50.62723595,5.567695502532759,15360.0,4000.0,Liège
Potiérue,5,Liège,50.6458581,5.5794288,15361.0,4000.0,Liège
potiérue,5,liege,50.6458581,5.5794288,15362.0,4000.0,Liège
Potiérue,5,Liége,50.6458581,5.5794288,15363.0,4000.0,Liège
Potiérue,5,Liége,50.6458581,5.5794288,15364.0,4000.0,Liège
Place de l Université,16,Louvain-la-Neuve,50.6702534,4.6149294,15365.0,1348.0,Brabant Wallon
Rue Prunieau,5,Charleroi,50.40752095,4.445383325327365,15366.0,6000.0,Hainaut
Karmelietenstraat,57,Geraardsbergen,50.7757337,3.878343867664795,15367.0,9500.0,Oost-Vlaanderen
KAPELANIELAAN,12,TEMSE,51.1400866,4.1795233,15368.0,9140.0,Oost-Vlaanderen
Kleine Karmelietenstraat,3,Geraardsbergen,50.7746027,3.8753641,15369.0,9500.0,Oost-Vlaanderen
Kerkdreef,4,Linden,50.8955636,4.7672196,15370.0,3210.0,Vlaams-Brabant
Martelarenplaats ,1,Linden,50.8951217,4.7680778,15371.0,3210.0,Vlaams-Brabant
Kerkplein ,2,Pellenberg,50.8710793,4.7933464989396875,15372.0,3212.0,Vlaams-Brabant
Plein,51,Pellenberg,50.8886368,4.7927811,15373.0,3212.0,Vlaams-Brabant
kerkplein,2,Pellenberg,50.8710793,4.7933464989396875,15374.0,3212.0,Vlaams-Brabant
Meenselstraat,118,Binkom,50.88069595,4.900928399999998,15375.0,3211.0,Vlaams-Brabant
Gellenberg ,14,Lubbeek,50.8830595,4.840572222181347,15376.0,3210.0,Vlaams-Brabant
Staatsbaan,124,Lubbeek,50.8942794,4.815517,15377.0,3210.0,Vlaams-Brabant
Sint-Jorisstraat,4520,Sint-Truiden,50.8192859,5.2070613,15379.0,3800.0,Limburg
Bollenberg,86,Lubbeek,50.87937495,4.823877855837491,15380.0,3210.0,Vlaams-Brabant
Schoolstraat,4,Binkom,50.87250365,4.88382870571513,15381.0,3211.0,Vlaams-Brabant
Rue du chéne,22,Bruxelles,50.84439495,4.3514989772511,15382.0,1000.0,Bruxelles-Brussel
rue bara,160,Bruxelles,50.8341501,4.3296626,15383.0,1070.0,Bruxelles-Brussel
Krekelberg ,1,Sint-Amandsberg,51.05343875,3.7499238481191086,15384.0,9040.0,Oost-Vlaanderen
Kardinaal Cardijnlaan ,0,Willebroek,51.0327318,4.3550141,13282.0,2830.0,Antwerpen
Elfnovemberstraat,23,Gent,51.072421399999996,3.678388910705647,13283.0,9030.0,Oost-Vlaanderen
Zandstraat,26,Westende,51.1564059,2.7780008,13284.0,8434.0,West-Vlaanderen
Vaartdijk-Zuid,17,Leffinge,51.1717531,2.8811525,13285.0,8432.0,West-Vlaanderen
Slijpesteenweg,28,Leffinge,51.162019,2.8628589,13286.0,8432.0,West-Vlaanderen
Naalstraat,0,Duffel ,51.0812308,4.5134307,13287.0,2570.0,Antwerpen
Rue Pietro Ferrero,5,Arlon,49.6747283,5.8190149,13288.0,6700.0,Luxembourg
Rue Pietro Ferrero,5,Arlon,49.6747283,5.8190149,13289.0,6700.0,Luxembourg
Boulevard de Merckem,60,Namur,50.46979505,4.858105501158519,13290.0,5000.0,Namur
Boulevard de Merckem,60,namur,50.46979505,4.858105501158519,15386.0,500.0,Namur
Boulevard de Merckem,60,NAmur,50.46979505,4.858105501158519,13293.0,5000.0,Namur
Boulevard de Merckem,60,Namur,50.46979505,4.858105501158519,13294.0,5000.0,Namur
Rue des artisans,12,Floreffe,50.4470707,4.7700801,15389.0,5150.0,Namur
Ilgatlaan,23,Hasselt ,50.9211964,5.353565464504572,15390.0,3500.0,West-Vlaanderen
Lindestraat,30,Wortegem-Petegem,50.8373568,3.5569472,15398.0,9790.0,Oost-Vlaanderen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15400.0,2000.0,Antwerpen
Van Immerseelstraat,66,anvers ,51.211154300000004,4.422893163701528,13315.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15401.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15402.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers ,51.211154300000004,4.422893163701528,13320.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,13321.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15403.0,2000.0,Antwerpen
Van Immerseelstraat,66,anvers,51.211154300000004,4.422893163701528,13323.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers ,51.211154300000004,4.422893163701528,15404.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15405.0,2000.0,Antwerpen
Van Immerseelstraat,66,Anvers,51.211154300000004,4.422893163701528,15406.0,2000.0,Antwerpen
Rozenhof ,126,Wortegem-Petegem,50.8334562,3.5593577,15407.0,9790.0,Oost-Vlaanderen
Moregemplein,28,Wortegem-Petegem,50.84938565,3.559915541538711,13326.0,9790.0,Oost-Vlaanderen
Waregemseweg ,35,Wortegem-Petegem,50.8544437,3.5055593,12763.0,9790.0,Oost-Vlaanderen
Chaussée de Lille,0,Orcq,50.6038108,3.3485748,12764.0,7501.0,Hainaut
Ooikeplein ,10,Wortegem-Petegem,50.8728839,3.5540921,12766.0,9790.0,Oost-Vlaanderen
Esplanade Oscar Van De Voorde,1,Gant ,51.0374092,3.7068598,12765.0,9000.0,Vlaams-Brabant
Gotstraat ,0,Wortegem-Petegem,50.85153,3.4956262,15408.0,9790.0,Oost-Vlaanderen
Esplanade Oscar Van De Voorde,1,Gand ,51.0374092,3.7068598,11978.0,9000.0,Vlaams-Brabant
Esplanade Oscar Van De Voorde,1,Gand,51.0374092,3.7068598,15409.0,9000.0,Vlaams-Brabant
Thor park,8300,Genk,50.9940179,5.538068542562864,15394.0,3600.0,Limburg
Rue d Abhooz,3,herstal,50.6921432,5.6199406,15395.0,4040.0,Liège
rue du fort,131,Cerexhe-Heuseux,50.6450519,5.7162025,15396.0,4632.0,Liège
Rue des Fauldeurs,6,Thuin,50.3575429,4.2868319,15398.0,6530.0,Hainaut
Wandelingstraat,74,Duffel,51.098479499999996,4.564321050000003,15399.0,2570.0,Antwerpen
Maloulaan,2,Ieper,50.84987035,2.8776879173215253,15400.0,8900.0,West-Vlaanderen
Koning Albertlaan,264,Lanaken,50.89577595,5.670881383291559,15402.0,3620.0,Limburg
Egide Walschaertsstraat,7,Mechelen,51.0047595,4.465155230081301,15403.0,2800.0,Antwerpen
Sparhoekdreef,63,Aalter,51.09036595,3.371588066993464,15404.0,9880.0,Oost-Vlaanderen
Prinsengoeddreef,33,Aalter,51.1454188,3.4034107,15405.0,9910.0,Oost-Vlaanderen
Breestraat ,1,Aalter,51.0478938,3.4570779,15406.0,9880.0,Oost-Vlaanderen
Joseph Gérardstraat ,16,Sint-Amandsberg,51.0614944,3.7472243,15407.0,9040.0,Oost-Vlaanderen
