address,number,municipality,latitude,longitude,id,postal_code,province
Place Saint - Lambert,0,Liège,50.7507212,5.9339674,71.0,4020.0,Liège
Rue du Doyard,0,Lierneux,50.2850428,5.7859495,72.0,4990.0,Liège
Fond Saint Servais,0,Liège,50.6467651,5.5709867,73.0,4000.0,Liège
Rue des Prémontrès,12,Liège,50.6380469,5.5740461,74.0,4020.0,Liège
Rue du Parc,1,Jehay,50.57723315,5.3230382796615805,76.0,4540.0,Liège
Place de la République française ,0,Liège,50.6432881,5.5721065,78.0,4000.0,Liège
Rue Darchis,33,Liège,50.63699855,5.565328490517242,79.0,4020.0,Liège
Schumanplein,11,Brussel,50.8428283,4.3844261,86.0,1040.0,Bruxelles-Brussel
Uitbreidingstraat,0,Berchem,51.2033155,4.4367162,87.0,2600.0,Antwerpen
Peperstraat,2,TIENEN,50.8064589,4.937612,95.0,3300.0,Vlaams-Brabant
Graafschap - Jettelaan,2,Brussel,50.8830136,4.3331888,96.0,1090.0,Bruxelles-Brussel
Rue Pietro Ferrero,5,ARLON,49.6747283,5.8190149,100.0,6700.0,Luxembourg
Tweestationsstraat,80,Brussel,50.831942299999994,4.328980253636651,101.0,1070.0,Bruxelles-Brussel
Nieuwe Weg ,1,ZWIJNDRECHT,51.23432845000001,4.320172570867044,102.0,2070.0,Antwerpen
Gemeenteplein,1,Voeren  s Gravenvoeren,50.759496850000005,5.759718511368475,115.0,3798.0,Limburg
Remersdaal-Dorp,1,Remersdaal,50.731173,5.880948698706895,116.0,3791.0,Limburg
Sint-Pieterstraat ,20,Sint-Pieters-Voeren,50.73746745,5.823412607364022,117.0,3792.0,Limburg
Kerkplein,1,Moelingen,50.7570557,5.7106173,118.0,3790.0,Limburg
Gieveldstraat,0,Teuven,50.7572118,5.8788335,119.0,3793.0,Limburg
Kerkstraat,1,VOEREN,50.74940645,5.812551332425043,120.0,3790.0,Limburg
Brikkenovenstraat,48,Genk,50.97965045,5.472422009968787,170.0,3600.0,Limburg
Rue de l église,0,Bruxelles,50.7442536,4.3487694,214.0,1150.0,Bruxelles-Brussel
Rue des Croisiers,15,Liège,50.63892735,5.574213550178143,219.0,4000.0,Liège
Rue de l école technique ,0,Herstal,50.671444,5.6407524,220.0,4040.0,Liège
Rue Paul d Andrimont,24,Micheroux,50.62311975,5.7113776166050085,222.0,4630.0,Liège
Bd. Léon Philippet,83,Liège,50.65176945,5.557592916525259,223.0,4000.0,Liège
Rue du Commerce,14,Seraing,50.6129088,5.507468721605432,224.0,4100.0,Liège
Rue Peetermans,80,Seraing,50.610863699999996,5.50976586916461,225.0,4100.0,Liège
Rue de Huy,123,Waremme,50.6870991,5.250619057379783,228.0,4300.0,Liège
Rue de Sélys,35,Waremme,50.69256235,5.245321200000003,229.0,4300.0,Liège
Rue St. Pierre,48,Huy,50.523112499999996,5.236833411646686,230.0,4500.0,Liège
Avenue Delchambre,6,Huy,50.52185595,5.2416891718267635,231.0,4500.0,Liège
Rue Lambert Marlet,23,Liège,50.68651545,5.721879357577733,232.0,4020.0,Liège
Rue Aux Laines,69,Verviers,50.5894074,5.852703571130546,233.0,4800.0,Liège
Route de Botrange,131,Robertville,50.4866857,6.1096848,238.0,4950.0,Liège
Avenue Montesquieu,6,Jemeppe-sur-Meuse,50.620001099999996,5.51615631258023,240.0,4101.0,Liège
Rue Grand Puits,0,Herstal,50.671284,5.6391696,242.0,4040.0,Liège
Da Vincilaan,0,Zaventem,50.8943786,4.4649361,275.0,1930.0,Vlaams-Brabant
Adriaan Brouwerstraat,24,Antwerpen,51.22736125,4.404384087968529,277.0,2000.0,Antwerpen
Kempenarestraat,53,Sint-Katelijne-Waver,51.0636565,4.519447,282.0,2860.0,Antwerpen
Koninginnelaan,1,Oostende,51.1875814,2.8184146,310.0,8400.0,West-Vlaanderen
Northlaan,13,Oostende,51.21729285,2.8880359339808908,311.0,8400.0,West-Vlaanderen
Kursaal - Oosthelling,12,Oostende,51.2319344,2.9129821,312.0,8400.0,West-Vlaanderen
Leopold Van Tyghemlaan,62,Oostende,51.2168001,2.88742952451928,313.0,8400.0,West-Vlaanderen
Wetstraat,23,Brussel,50.8451496,4.3698932,315.0,1040.0,Bruxelles-Brussel
Grotesteenweg - Noord,9,Gent,51.012545,3.7043874,316.0,9052.0,Oost-Vlaanderen
Kunstlaan,16,Hasselt,50.92718885,5.347100711770562,317.0,3500.0,Limburg
Interleuvenlaan ,58,Leuven,50.8484783,4.7382828243570945,318.0,3001.0,Vlaams-Brabant
Sint-Katelijnestraat ,154,Mechelen,51.0340562,4.4755927,319.0,2800.0,Antwerpen
Hof ter Weze,1,Roeselare,50.9237263,3.118304287932773,320.0,8800.0,West-Vlaanderen
Patersstraat,100,Turnhout,51.3269454,4.950121494714731,321.0,2300.0,Antwerpen
Interleuven,58,Leuven,50.8484783,4.7382828243570945,323.0,3001.0,Vlaams-Brabant
 Ingelmunstersteenweg,11,Meulebeke,50.9440929,3.2786774659775335,328.0,8760.0,West-Vlaanderen
Chaussée de Haecht,1405,Bruxelles,50.883951800000006,4.419212969520693,335.0,1130.0,Bruxelles-Brussel
Avenue du Bois St. Jean,21,Liège,50.5770359,5.5539547,341.0,4000.0,Liège
Keienpoelweg,6,Tienen,50.7949048,4.98838,344.0,3300.0,Vlaams-Brabant
Avenue de Gaulle,2,Tournai,50.6061713,3.3793703,346.0,7500.0,Hainaut
Adolphe Lavallée,1,Bruxelles,50.8584271,4.3445946,355.0,1080.0,Bruxelles-Brussel
Ch. St - Joseph,4,Braine-le-Château,50.6707079,4.3067929204213256,357.0,1440.0,Brabant Wallon
Rue des boignées,13,Wauthier-Braine,50.6783508,4.3004488,358.0,1440.0,Brabant Wallon
Rue de l institut,8,Jumet,50.4437135,4.409503595758576,359.0,6040.0,Hainaut
Rue de Bricgniot,196,Saint-Servais,50.485009250000004,4.826388684523813,360.0,5002.0,Namur
Rue sur les bois,113,Fraipont,50.5528066,5.747468,361.0,4870.0,Liège
Rue de l Hydrion 108l,108,Arlon,49.6856069,5.7941295,362.0,6700.0,Luxembourg
Place des Sports,3,Louvain-la-Neuve,50.67011705,4.601755317229154,364.0,1348.0,Brabant Wallon
Rue de la Marlette,3,Seneffe,50.5065501,4.2715661,365.0,7180.0,Hainaut
Av. de la Sapinette,3,Mons,50.46754115,3.940101051052837,366.0,7000.0,Hainaut
Av. du Lac ,56,Antoing,50.542331000000004,3.4483262963903325,367.0,7640.0,Hainaut
Av. Amédée Hesse,41,Spa,50.497115550000004,5.885357653272109,368.0,4900.0,Liège
Allée des Sports,63,Liège,50.5767619,5.5675659,370.0,4000.0,Liège
Allée du Stade,3,Jambes,50.457457950000006,4.875339109536835,371.0,5100.0,Namur
Allée des Sports,12,Loverval,50.3709779,4.4722366,374.0,6280.0,Hainaut
Rue du Liry,21,Chiny,49.7379191,5.3461155,375.0,6810.0,Luxembourg
Av. Mounier,87,Bruxelles,50.8510607,4.4586135306356836,377.0,1200.0,Bruxelles-Brussel
Rue des Grives,53,Bruxelles,50.8156416,4.2988092,378.0,1070.0,Bruxelles-Brussel
Omer Vanaudenhovelaan,48,Diest,50.9827788,5.0606775,379.0,3290.0,Vlaams-Brabant
Pastorijstraat ,118,Tienen,50.803547949999995,4.953689121857783,381.0,3300.0,Vlaams-Brabant
Brand Whitlocklaan,165,Brussel,50.844450800000004,4.404375173662215,383.0,1200.0,Bruxelles-Brussel
Gobelinstraat,3,Oudenaarde,50.848014649999996,3.603508673334252,384.0,9700.0,Oost-Vlaanderen
Kolonel Begaultlaan ,15,Wilsele,50.8922965,4.7059281,385.0,3012.0,Vlaams-Brabant
Beeldhouwkunstlaan,0,Dilbeek,50.8421038,4.2805432,387.0,1700.0,Vlaams-Brabant
Kapelstraat,100,Sint-Niklaas,51.15326385,4.153538218494281,389.0,9100.0,Oost-Vlaanderen
Vierwegstraat,194,Roeselare,50.9504247,3.150305,390.0,8800.0,West-Vlaanderen
Haarlebeek,3,Lille,51.2812474,4.831571119776004,398.0,2275.0,Antwerpen
Pedro Colomalaan,25,Bornem,51.08715575,4.262119157411085,399.0,2880.0,Antwerpen
Wiemesmeerstraat ,105,Genk,50.9700865,5.555985759358585,404.0,3600.0,Limburg
Vlasland,4,Westerlo,51.0956788,4.872052207977313,409.0,2260.0,Antwerpen
Vlieghavenlaan,50,Keerbergen,51.0030024,4.668763229170685,411.0,3140.0,Vlaams-Brabant
Slachthuislaan,74,Antwerpen,51.2289255,4.4378719325387195,414.0,2060.0,Antwerpen
Elzen,145,Lommel,51.2556654,5.314086,415.0,3920.0,Limburg
Arianelaan,5,Brussel,50.8571949,4.4301756,417.0,1200.0,Bruxelles-Brussel
Stift,2,Bree,51.1430219,5.594926385310016,418.0,3960.0,Limburg
Katjeswilgenlaan ,0,Kessel-Lo,50.8936287,4.7184937,419.0,3010.0,Vlaams-Brabant
Weerstandlaan,24,Hoboken,51.1863736,4.3713563,420.0,2660.0,Antwerpen
Tervuursevest,101,Heverlee,50.869626,4.692377077060362,427.0,3001.0,Vlaams-Brabant
Speiestraat,32,Wervik,50.7785415,3.0470703938322394,428.0,8940.0,West-Vlaanderen
Place des sports,1,Louvain-la-Neuve,50.67009,4.599908,429.0,1348.0,Brabant Wallon
Rue du Castinia,0,Louvain-la-Neuve,50.6703453,4.6051266,430.0,1348.0,Brabant Wallon
Liersestwg.,4,Mechelen,51.0355255,4.48328116001429,431.0,2800.0,Antwerpen
Vaartstraat,60,Wielsbeke,50.90489015,3.336051723028492,436.0,8710.0,West-Vlaanderen
Ooigemstraat,12,Wielsbeke,50.9011314,3.3535423,437.0,8710.0,West-Vlaanderen
Westerring,15,Oudenaarde,50.8588932,3.5969294,438.0,9700.0,Oost-Vlaanderen
Nazarethsesteenweg,77,Astene,50.97585665,3.5699439811101574,445.0,9800.0,Oost-Vlaanderen
Lamorinierestraat,0,Antwerpen,51.206753,4.4231305,450.0,2018.0,Antwerpen
Nijverheidslaan,7,Aarschot,50.99230715,4.82628011219604,452.0,3200.0,Vlaams-Brabant
Nijverheidslaan,7,Aarschot,50.99230715,4.82628011219604,453.0,3200.0,Vlaams-Brabant
Nijverheidslaan,0,Aarschot,50.9914036,4.8226847,454.0,3200.0,Vlaams-Brabant
Schaliehoevestraat ,12,Heist-Op-Den-Berg,51.0564627,4.69937549876453,455.0,2220.0,Antwerpen
Nijverheidslaan,7,Aarschot,50.99230715,4.82628011219604,456.0,3200.0,Vlaams-Brabant
Erperheidestraat,2,Peer,51.12753205,5.50596740589925,458.0,3990.0,Limburg
Koldamstraat,9,Hoeilaart,50.76849595,4.477349302984406,459.0,1560.0,Vlaams-Brabant
Nekkerspoelstraat,199,Mechelen,51.0321215,4.4977788499999996,460.0,2800.0,Antwerpen
Kruisstraat,54,Tremelo,50.99459325,4.7004327925,461.0,3120.0,Vlaams-Brabant
Av. de Burlet,4,Nivelles,50.6021621,4.334147927342322,466.0,1400.0,Brabant Wallon
Zeypestraat,26,Kampenhout,50.953268,4.5613894,468.0,1910.0,Vlaams-Brabant
Kerkstraat,34,Kampenhout,50.9413012,4.548097933748046,470.0,1910.0,Vlaams-Brabant
Steenweg op Zevendonk ,18,Turnhout,51.3084446,4.9479040730835955,471.0,2300.0,Antwerpen
Uilenbaan,15,Wommelgem,51.21313845,4.502395060372304,472.0,2160.0,Antwerpen
Reep,1,Gent,51.16995285,3.862265646006946,473.0,9000.0,Oost-Vlaanderen
Vlamingenstraat,83,Leuven,50.87427295,4.7017900856514245,474.0,3000.0,Vlaams-Brabant
Steenweg op Tielen ,51,Turnhout,51.302445649999996,4.934570430596919,475.0,2300.0,Antwerpen
Eernegemweg  ,0,Jabbeke,51.167244,3.1156224,479.0,8490.0,West-Vlaanderen
Dorpsstraat,0,Jabbeke,51.1825818,3.0927665,480.0,8490.0,West-Vlaanderen
Parklaan ,0,Turnhout,51.3125665,4.9296519,485.0,2300.0,Antwerpen
Motstraat,32,Mechelen,51.013316700000004,4.48957311552509,488.0,2800.0,Antwerpen
Zeutestraat ,5,Mechelen,51.0102464,4.492278993573114,489.0,2800.0,Antwerpen
Rue de Chassart,38,Marbais,50.5398908,4.5323581,490.0,1495.0,Brabant Wallon
Rue Osseghem,53,Bruxelles,50.8551889,4.320073,492.0,1080.0,Bruxelles-Brussel
Laarstraat,16,Wilrijk,51.17400295,4.395629734141381,498.0,2610.0,Antwerpen
Route de Glons,1,Paifve,50.73204825,5.525322494324067,500.0,4452.0,Liège
Nieuwevaart,51,Gent,51.068768399999996,3.722430959575476,509.0,9000.0,Oost-Vlaanderen
Nijverheidsstraat,7,Westerlo,51.13388395,4.931680015716093,517.0,2260.0,Antwerpen
Ingberthoeveweg ,7,Aartselaar,51.1492895,4.399614895611817,519.0,2630.0,Antwerpen
Boomsestwg.,957,Wilrijk,51.15049085,4.3824066227110015,520.0,2610.0,Antwerpen
Boomsestwg. ,957,Wilrijk,51.15049085,4.3824066227110015,521.0,2610.0,Antwerpen
Klaproosstraat ,12,Beerse,51.3260368,4.8659607344631794,526.0,2340.0,Antwerpen
Herbesthalerstrasse,325,Eupen,50.6484679,6.004044765921787,530.0,4700.0,Liège
Grotesteenweg,214,Berchem,51.1932989,4.422431873109934,532.0,2600.0,Antwerpen
Rue du Trône ,1,Bruxelles,50.8395115,4.365782,533.0,1000.0,Bruxelles-Brussel
Av. Marcel Thiry,208,Bruxelles,50.8577304,4.4328716,534.0,1200.0,Bruxelles-Brussel
Grote Steenweg ,214,Berchem,51.1932989,4.422431873109934,536.0,2600.0,Antwerpen
Oktrooiplein ,1,Gent,51.0577077,3.7394092,537.0,9000.0,Oost-Vlaanderen
Rue Joffre ,12,Liège,50.6444916,5.5724981,538.0,4000.0,Liège
Rue d Othée,214,Alleur,50.6645071,5.5330315,540.0,4432.0,Liège
Rue Ducale,1,Bruxelles,50.8421512,4.3655577640453265,543.0,1000.0,Bruxelles-Brussel
Av. de la Couronne,6,Bruxelles,50.8327735,4.3757608720581604,545.0,1050.0,Bruxelles-Brussel
Leuvensesteenweg ,5,Tervuren,50.8375891,4.5405567,550.0,3080.0,Vlaams-Brabant
Temselaan,100,Strombeek-Bever,50.905053949999996,4.343029346915894,565.0,1853.0,Vlaams-Brabant
Rue Maestricht,0,Battice,50.6489969,5.8195267,566.0,4651.0,Liège
Nijverheidsstraat,9,OEVEL,51.1343083,4.930470800796512,568.0,2260.0,Antwerpen
Wilrijkstraat,8,Edegem,51.1593592,4.412607,570.0,2650.0,Antwerpen
Boomkensstraat,303,Hasselt,50.91851005,5.325716373661973,572.0,3500.0,Limburg
Grote Markt,0,Ieper,50.851210050000006,2.8862186600536095,573.0,8900.0,West-Vlaanderen
Leopold III-laan,0,Ieper,50.8434466,2.8940748,574.0,8900.0,West-Vlaanderen
Laarbeeklaan,105,Brussel,50.88607845,4.305620692118104,575.0,1090.0,Bruxelles-Brussel
Herestraat,19,Leuven,50.8778832,4.682339450000001,576.0,3000.0,Vlaams-Brabant
Motstraat,40,Mechelen,51.01366965,4.49089833693742,577.0,2800.0,Antwerpen
Dirk Martensstraat,11,Sint-Andries,51.210705899999994,3.1974097433427,578.0,8200.0,West-Vlaanderen
Rue De La Carbo,0,Tertre,50.4763975,3.8158127,581.0,7333.0,Hainaut
Rue De La Carbo,0,Tertre,50.4763975,3.8158127,582.0,7333.0,Hainaut
Boulevard Industriel,96,Mouscron,50.7511943,3.2619558,585.0,7700.0,Hainaut
Rue de l Industrie,44,Bruxelles,50.844113,4.3705805790868455,586.0,1040.0,Bruxelles-Brussel
Rue Royale ,100,Bruxelles,50.8482839,4.3630102,587.0,1000.0,Bruxelles-Brussel
Rue de la Papeterie,0,Virton,49.5561559,5.5108149,588.0,6760.0,Luxembourg
Avenue de la Joyeuse Entrée,0,Bruxelles,50.8404416,4.3852605,592.0,1040.0,Bruxelles-Brussel
Toekomstlaan,0,Neerpelt,51.2326799,5.424807,595.0,3910.0,Limburg
Grote Heide ,14,Neerpelt,51.247090400000005,5.439399310029085,596.0,3910.0,Limburg
Herent,139,Neerpelt,51.2028448,5.449227675095511,597.0,3910.0,Limburg
Rue de Trèves ,82,Bruxelles,50.841875200000004,4.374467493180811,601.0,1040.0,Bruxelles-Brussel
Av. Salomé,2,Bruxelles,50.8310396,4.4570971409028,605.0,1150.0,Bruxelles-Brussel
Groot Begijnhof,14,Leuven,50.800748,4.941521684803526,606.0,3000.0,Vlaams-Brabant
Ottergemsesteenweg,413,Gent,51.0263121,3.7338967,607.0,9000.0,Oost-Vlaanderen
Albrechtlaan,117,Aalst,50.94035705,4.054575169768049,608.0,9300.0,Oost-Vlaanderen
Rue de l Industrie ,4,Nivelles,50.70609415,4.594859444690621,610.0,1400.0,Brabant Wallon
St. Pietersnieuwstraat ,23,Gent,51.04758225,3.727953431540925,612.0,9000.0,Oost-Vlaanderen
St. Pietersnieuwstraat ,23,Gent,51.04758225,3.727953431540925,613.0,9000.0,Oost-Vlaanderen
Boulevard de la Woluwe,58,Bruxelles,50.84097985,4.436207409036037,614.0,1200.0,Bruxelles-Brussel
Bomastraat,10,Gent,51.0616394,3.7317438,615.0,9000.0,Oost-Vlaanderen
Belgiëlei,34,Antwerpen,51.2089342,4.4202403072841,616.0,2018.0,Antwerpen
Havenlaan,7,Tessenderlo,51.06768805,5.162605334039879,617.0,3980.0,Limburg
Rue de la Providence ,114,Marchienne-au-Pont,50.4131062,4.4020852987343595,620.0,6030.0,Hainaut
Place de l Accueil,10,Louvain-la-Neuve,50.6708713,4.6168977,621.0,1348.0,Brabant Wallon
Weiveldlaan,19,Zaventem,50.871434,4.4918865,623.0,1930.0,Vlaams-Brabant
Désiré Delcroixstraat,0,Deinze,50.9852111,3.5387223,624.0,9800.0,Oost-Vlaanderen
Onder den toren  ,5,Mechelen,51.0277644,4.4768633,629.0,2800.0,Antwerpen
Quai de Willebroeck,35,Bruxelles,50.8631621,4.3522683,630.0,1000.0,Bruxelles-Brussel
Koning Albert I  laan  ,8,Brugge,51.1971527,3.2139543,631.0,8200.0,West-Vlaanderen
Boudewijnstraat,4,Grobbendonk,51.19016585,4.73807909969659,632.0,2280.0,Antwerpen
Molendreef ,8,Grobbendonk,51.1639876,4.7450867,633.0,2280.0,Antwerpen
Boulevard Roi Albert II ,0,Bruxelles,50.8571804,4.3554652,729.0,1210.0,Bruxelles-Brussel
Karmelietenstraat,15,Bruxelles,50.8404768,4.3584968,730.0,1000.0,Bruxelles-Brussel
Kleine Zavel ,8,Brussel,50.8390394,4.3569227,731.0,1000.0,Bruxelles-Brussel
Karmelietenstraat,0,Brussel,50.8401679,4.3585436,732.0,1000.0,Bruxelles-Brussel
Place de l Université ,1,Louvain-la-Neuve,50.6698,4.616066,733.0,1348.0,Brabant Wallon
Daelemveld ,1002,Herk-de-Stad,50.94684425,5.164921200301194,734.0,3540.0,Limburg
Avenue Charles Thielemans,93,Bruxelles,50.8374107,4.4277342,735.0,1150.0,Bruxelles-Brussel
Kallo 3 ,3,Kallo,57.6231293,11.7806416,739.0,9130.0,Oost-Vlaanderen
Nijverheidsstraat,15,Oevel,51.1368856,4.921727687929893,740.0,2260.0,Antwerpen
Nijverheidsstraat,15,OEVEL,51.1368856,4.921727687929893,741.0,2260.0,Antwerpen
Onkerzelestraat,280,Geraardsbergen,50.7774215,3.9012543,742.0,9500.0,Oost-Vlaanderen
Parc Industriel,0,Waremme,50.6890793,5.2853512,744.0,4300.0,Liège
Chaussée Romaine,176,WAREMME,50.6927667,5.2681961,745.0,4300.0,Liège
Stadsplein,1,Genk,50.9653468,5.494804821760479,746.0,3600.0,Limburg
Avenue de l Industrie,1,Tihange,50.532132399999995,5.272896791381523,749.0,4500.0,Liège
Avenue de l industrie ,1,Tihange,50.532132399999995,5.272896791381523,750.0,4500.0,Liège
Avenue de l Industrie ,1,Tihange,50.532132399999995,5.272896791381523,751.0,4500.0,Liège
Av. De L Industrie,1,Tihange,50.532132399999995,5.272896791381523,752.0,4500.0,Liège
Avenue de l Industrie ,1,Tihange,50.532132399999995,5.272896791381523,753.0,4500.0,Liège
Avenue de l Industrie,1,Tihange,50.532132399999995,5.272896791381523,754.0,4500.0,Liège
Avenue de l Industrie,1,Tihange,50.532132399999995,5.272896791381523,755.0,4500.0,Liège
Leonardo Da Vincilaan,4,Diegem,50.8921785,4.4608919,757.0,1831.0,Vlaams-Brabant
Chaussée de Mons,0,Seneffe,50.5172585,4.2477816,758.0,7180.0,Hainaut
Waalstraat,18,Zulte,50.9160371,3.4558025,759.0,9870.0,Oost-Vlaanderen
Avenue Louise 480 ,480,Bruxelles,50.8171126,4.3720834,769.0,1050.0,Bruxelles-Brussel
Sporthalstraat,12,Tienen,50.81892,4.9456346,777.0,3300.0,Vlaams-Brabant
Rue Laid Burniat,5,Louvain-la-Neuve,50.6663428,4.6367091,779.0,1348.0,Brabant Wallon
Rue du Panorama,57,Stembert,50.5895802,5.8842918,781.0,4801.0,Liège
Rue du Châtelet,266,MARCHIENNE-AU-PONT,50.4077952,4.4183074,782.0,6030.0,Hainaut
Rue du Châtelet ,266,MARCHIENNE-AU-PONT,50.4077952,4.4183074,783.0,6030.0,Hainaut
Koning Albertlaan ,1,De,50.7559378,5.085525909469696,784.0,9840.0,Oost-Vlaanderen
Polderbos ,20,De,50.991402300000004,3.6441445442912164,785.0,9840.0,Oost-Vlaanderen
Boulevard Charlemagne ,0,Bruxelles,50.8432348,4.3804859,789.0,1000.0,Bruxelles-Brussel
Avenue des Combattants,35,Court-Saint-Etienne,50.6387971,4.5458331,790.0,1490.0,Brabant Wallon
Avenue Einstein,2,Wavre,50.7308296,4.5875476,791.0,1300.0,Brabant Wallon
Chaussée de Charleroi ,110,Bruxelles,50.82787664999999,4.3556390196850945,794.0,1060.0,Bruxelles-Brussel
Rogierplein,11,Brussel,50.8562044,4.359189,795.0,1210.0,Bruxelles-Brussel
Galileelaan,5,Brussel,50.8531122,4.3676954,796.0,1210.0,Bruxelles-Brussel
Pachecolaan,44,Brussel,50.8532291,4.3624502,797.0,1000.0,Bruxelles-Brussel
Rue du Stade,0,Virton,49.6692158,5.6621013,799.0,6762.0,Luxembourg
A la Cour Marchal,8,VIRTON,49.56577975,5.537289452229212,800.0,6760.0,Luxembourg
Rue Charles Magnette ,17,VIRTON,49.5667664,5.5318782,801.0,6760.0,Luxembourg
Rue Bollinckx,352,Bruxelles,50.8207064,4.304982,802.0,1190.0,Bruxelles-Brussel
Rue Neuve,123,Bruxelles,50.8549391,4.3585619,803.0,1000.0,Bruxelles-Brussel
Liersesteenweg,15,Mortsel,51.1711091,4.4606441,804.0,2640.0,Antwerpen
Philipssite,5,Leuven,50.8670354,4.712864,806.0,3001.0,Vlaams-Brabant
Louizalaan,222,Brussel,50.8264649,4.3652876,807.0,1050.0,Bruxelles-Brussel
Frankrijklei,79,Antwerpen,51.2146996,4.413352382461593,808.0,2018.0,Antwerpen
Industrieweg,150,Paal,51.0621964,5.177662373762646,809.0,3583.0,Limburg
St. Cordulastraat,0,Schoten,51.2508318,4.4987988,810.0,2900.0,Antwerpen
Spinnerijstraat,100,Harelbeke,50.830589599999996,3.2995055190157077,811.0,8530.0,West-Vlaanderen
Marnixlaan,13,Bruxelles,50.8389871,4.3635688,812.0,1000.0,Bruxelles-Brussel
Engeland,555,Bruxelles,50.778062,4.351162360173071,813.0,1180.0,Bruxelles-Brussel
Havenlaan,0,Brussel,50.8612311,4.3474925,814.0,1000.0,Bruxelles-Brussel
Neerveldstraat,105,Bruxelles,50.85239045,4.441831553422363,822.0,1200.0,Bruxelles-Brussel
Hombeeksesteenweg ,323,Mechelen,51.0144902,4.4548582,823.0,2800.0,Antwerpen
Eggestraat,1,MECHELEN,51.0464551,4.356736998757578,824.0,2800.0,Antwerpen
Avenue du Général Jadot,11,Perwez,50.6201867,4.806494320586159,831.0,1360.0,Brabant Wallon
Square de Fré ,1,Bruxelles,50.8051544,4.348343,832.0,1180.0,Bruxelles-Brussel
Rue des Sables ,20,Bruxelles,50.8510096,4.3600362,833.0,1000.0,Bruxelles-Brussel
Bourgetlaan ,42,Bruxelles,50.8773125,4.432468486688162,834.0,1130.0,Bruxelles-Brussel
Bourgetlaan,42,Bruxelles,50.8773125,4.432468486688162,835.0,1130.0,Bruxelles-Brussel
Bourgetlaan ,42,Bruxelles,50.8773125,4.432468486688162,836.0,1130.0,Bruxelles-Brussel
Bourgetlaan ,42,Bruxelles,50.8773125,4.432468486688162,837.0,1130.0,Bruxelles-Brussel
Mercuriusstraat,27,Nossegem,50.8759059,4.5050423,838.0,1930.0,Vlaams-Brabant
Generaal Lemanstraat,69,Antwerpen,51.1977866,4.4103784,839.0,2018.0,Antwerpen
Quai des Vennes,14,Liège,50.617906,5.5901096112788,840.0,4020.0,Liège
Einde Were,106,Gent,51.0512531,3.701830459916867,841.0,9000.0,Oost-Vlaanderen
Woluwedal,102,Bruxelles,50.85555295,4.444568507140034,842.0,1200.0,Bruxelles-Brussel
Havenlaan ,12,Tessenderlo,51.0644568,5.161766081576698,845.0,3980.0,Limburg
Rue Mondron,40,Lodelinsart,50.4246889,4.443606991560598,846.0,6042.0,Hainaut
Rue Pige-au-Croly,157,Charleroi,50.4198974,4.4464147,846.0,6042.0,Hainaut
Rue Mondron ,40,Lodelinsart,50.4246889,4.443606991560598,847.0,6042.0,Hainaut
Rue Pige-au-Croly,157,CHARLEROI,50.4198974,4.4464147,847.0,6042.0,Hainaut
Statiestraat,11,Nijlen,51.16048925,4.669047853288278,849.0,2560.0,Antwerpen
Schoolstraat,30,Berlaar,51.1163383,4.6581298,850.0,2590.0,Antwerpen
Schoonmansveld,28,Puurs,51.066206750000006,4.333995898592674,861.0,2870.0,Antwerpen
Avenue Circulaire,3,Bruxelles,50.7987461,4.3587784,862.0,1180.0,Bruxelles-Brussel
Rue de l Environnement,8,Seraing,50.6159009,5.5206512,863.0,4100.0,Liège
Kapelledreef ,4,Assenede,51.2303627,3.749513636578435,864.0,9960.0,Oost-Vlaanderen
Kasteelstraat ,3,Assenede,51.22618645,3.7535907044718857,865.0,9960.0,Oost-Vlaanderen
Voie de Liège ,33,Herstal,50.6692499,5.6324815,867.0,4040.0,Liège
Slakweidestraat,31,Maasmechelen,50.94040205,5.70107641120317,871.0,3630.0,Limburg
Rue Cardinal Mercier,100,Dottignies,50.72351045,3.303923120440958,873.0,7711.0,Hainaut
Rue Père Damien ,2,Mouscron,50.746866,3.2399433,874.0,7700.0,Hainaut
Avenue de la Couronne ,224,Bruxelles,50.82697775,4.382777032594522,877.0,1050.0,Bruxelles-Brussel
Prinsenstraat ,3,Grimbergen,50.93206385,4.372519892010617,878.0,1850.0,Vlaams-Brabant
Avenue Bouchout ,10,Bruxelles,50.89333565,4.337300296973684,881.0,1020.0,Bruxelles-Brussel
Rue des Sols,25,Bruxelles,50.8441106,4.3582481,883.0,1000.0,Bruxelles-Brussel
Gouverneur Bovesse,74,Jambes,50.4592289,4.875567682282745,885.0,5100.0,Namur
Avenue Oscar Jespers,75,Bruxelles,50.8584653,4.44362301956965,887.0,1200.0,Bruxelles-Brussel
Avenue Oscar Jespers,75,Bruxelles,50.8584653,4.44362301956965,889.0,1200.0,Bruxelles-Brussel
Avenue Solvay ,81,La hulpe,50.738578849999996,4.47410512438568,892.0,1310.0,Brabant Wallon
Avenue Solvay ,81,La hulpe,50.738578849999996,4.47410512438568,893.0,1310.0,Brabant Wallon
Chaussée de Bruxelles ,135,La hulpe,50.74542855,4.454220929299755,894.0,1310.0,Brabant Wallon
Avenue de l Astronomie,14,Bruxelles,50.85123805,4.3694719184662585,895.0,1210.0,Bruxelles-Brussel
Rue du Châtelet,206,MARCHIENNE-AU-PONT,50.4073984,4.3971854,938.0,6030.0,Hainaut
Livingstonelaan,6,Brussel,50.8451239,4.3773343,939.0,1000.0,Bruxelles-Brussel
