id,reason
12722.0,not_available
12723.0,not_available
12733.0,not_available
12734.0,not_available
12735.0,not_available
12737.0,not_available
12742.0,not_available
12743.0,not_available
12744.0,not_available
12745.0,not_available
12746.0,not_available
12747.0,not_available
12748.0,not_available
12749.0,not_available
12750.0,not_available
12757.0,not_available
12758.0,not_available
12769.0,not_available
12770.0,not_available
12771.0,not_available
12772.0,not_available
12773.0,not_available
12774.0,not_available
12775.0,not_available
12776.0,not_available
12777.0,not_available
12778.0,not_available
12780.0,not_available
12784.0,not_available
12786.0,not_available
12787.0,not_available
12788.0,not_available
12789.0,not_available
12795.0,not_available
12797.0,not_available
12797.0,not_available
12798.0,not_available
12799.0,not_available
12800.0,not_available
12821.0,not_available
12822.0,not_available
12823.0,not_available
12824.0,not_available
12825.0,not_available
12826.0,not_available
12827.0,not_available
12829.0,not_available
12836.0,not_available
12837.0,not_available
12840.0,not_available
12841.0,not_available
12842.0,not_available
12844.0,not_available
12847.0,not_available
12849.0,not_available
12850.0,not_available
12853.0,not_available
12854.0,not_available
12873.0,not_available
12874.0,not_available
12876.0,not_available
12877.0,not_available
12878.0,not_available
12883.0,not_available
12884.0,not_available
12885.0,not_available
12886.0,not_available
12887.0,not_available
12888.0,not_available
12889.0,not_available
12890.0,not_available
12891.0,not_available
12892.0,not_available
12895.0,not_available
12896.0,not_available
12897.0,not_available
12898.0,not_available
12900.0,not_available
12901.0,not_available
12902.0,not_available
12904.0,not_available
12910.0,not_available
12911.0,not_available
12912.0,not_available
12913.0,not_available
12914.0,not_available
12915.0,not_available
12916.0,not_available
12917.0,not_available
12918.0,not_available
12919.0,not_available
12920.0,not_available
12921.0,not_available
12922.0,not_available
12923.0,not_available
12925.0,not_available
12926.0,not_available
12927.0,not_available
12928.0,not_available
12929.0,not_available
12930.0,not_available
12931.0,not_available
12932.0,not_available
12933.0,not_available
12934.0,not_available
12935.0,not_available
12936.0,not_available
12937.0,not_available
12938.0,not_available
12939.0,not_available
12940.0,not_available
12971.0,not_available
12995.0,not_available
13004.0,not_available
13008.0,not_available
13009.0,not_available
13010.0,not_available
13014.0,not_available
13018.0,not_available
13019.0,not_available
13020.0,not_available
13051.0,not_available
13061.0,not_available
13065.0,not_available
13069.0,not_available
13099.0,not_available
13105.0,not_available
13127.0,not_available
13132.0,not_available
13133.0,not_available
13151.0,not_available
13161.0,not_available
13166.0,not_available
13167.0,not_available
13168.0,not_available
13169.0,not_available
13170.0,not_available
13174.0,not_available
13183.0,not_available
13216.0,not_available
13230.0,not_available
13238.0,not_available
13241.0,not_available
13248.0,not_available
13253.0,not_available
13267.0,not_available
13328.0,not_available
13338.0,not_available
13339.0,not_available
13340.0,not_available
13341.0,not_available
13342.0,not_available
13343.0,not_available
13344.0,not_available
13345.0,not_available
13354.0,not_available
13357.0,not_available
13359.0,not_available
13362.0,not_available
13364.0,not_available
13379.0,not_available
13381.0,not_available
13383.0,not_available
13404.0,not_available
13407.0,not_available
13408.0,not_available
13409.0,not_available
13410.0,not_available
13469.0,not_available
13491.0,not_available
13492.0,not_available
13494.0,not_available
13496.0,not_available
13498.0,not_available
13499.0,not_available
13500.0,not_available
13509.0,not_available
13513.0,not_available
13533.0,not_available
13534.0,not_available
13555.0,not_available
13556.0,not_available
13562.0,not_available
13570.0,not_available
13588.0,not_available
13612.0,not_available
13616.0,not_available
13618.0,not_available
13619.0,not_available
13629.0,not_available
13636.0,not_available
13637.0,not_available
13638.0,not_available
13653.0,not_available
13659.0,not_available
13663.0,not_available
13668.0,not_available
13699.0,not_available
13700.0,not_available
13702.0,not_available
13729.0,not_available
13730.0,not_available
13731.0,not_available
13732.0,not_available
13733.0,not_available
13738.0,not_available
13739.0,not_available
13740.0,not_available
13747.0,not_available
13749.0,not_available
13752.0,not_available
13754.0,not_available
13755.0,not_available
13764.0,not_available
13778.0,not_available
13784.0,not_available
13785.0,not_available
13786.0,not_available
13797.0,not_available
13801.0,not_available
13802.0,not_available
13803.0,not_available
13804.0,not_available
13805.0,not_available
13806.0,not_available
13810.0,not_available
13817.0,not_available
13818.0,not_available
13826.0,not_available
13833.0,not_available
13870.0,not_available
13875.0,not_available
13887.0,not_available
13888.0,not_available
13891.0,not_available
13899.0,not_available
13901.0,not_available
13902.0,not_available
13910.0,not_available
13939.0,not_available
13940.0,not_available
13944.0,not_available
13950.0,not_available
13951.0,not_available
13983.0,not_available
13984.0,not_available
14003.0,not_available
14017.0,not_available
14018.0,not_available
14039.0,not_available
14076.0,not_available
14090.0,not_available
14091.0,not_available
14092.0,not_available
14093.0,not_available
14094.0,not_available
14095.0,not_available
14096.0,not_available
14097.0,not_available
14098.0,not_available
14099.0,not_available
14100.0,not_available
14102.0,not_available
14116.0,not_available
14117.0,not_available
14123.0,not_available
14124.0,not_available
14158.0,not_available
14159.0,not_available
14160.0,not_available
14162.0,not_available
14165.0,not_available
14166.0,not_available
14167.0,not_available
14206.0,not_available
14207.0,not_available
14208.0,not_available
14209.0,not_available
14210.0,not_available
14211.0,not_available
14212.0,not_available
14213.0,not_available
14214.0,not_available
14215.0,not_available
14216.0,not_available
14218.0,not_available
14219.0,not_available
14221.0,not_available
14223.0,not_available
14224.0,not_available
14226.0,not_available
14227.0,not_available
14228.0,not_available
14229.0,not_available
14249.0,not_available
14253.0,not_available
14254.0,not_available
14255.0,not_available
14256.0,not_available
14257.0,not_available
14258.0,not_available
14261.0,not_available
14266.0,not_available
14267.0,not_available
14268.0,not_available
14272.0,not_available
14273.0,not_available
14274.0,not_available
14302.0,not_available
14303.0,not_available
14317.0,not_available
14321.0,not_available
14341.0,not_available
14344.0,not_available
14355.0,not_available
14359.0,not_available
14363.0,not_available
14370.0,not_available
14378.0,not_available
14379.0,not_available
14388.0,not_available
14389.0,not_available
14391.0,not_available
14392.0,not_available
14394.0,not_available
14399.0,not_available
14400.0,not_available
14403.0,not_available
14410.0,not_available
14414.0,not_available
14415.0,not_available
14418.0,not_available
14419.0,not_available
14421.0,not_available
14425.0,not_available
14437.0,not_available
14443.0,not_available
14452.0,not_available
14458.0,not_available
14459.0,not_available
14460.0,not_available
14500.0,not_available
14523.0,not_available
14529.0,not_available
14532.0,not_available
14533.0,not_available
14537.0,not_available
14545.0,not_available
14547.0,not_available
14549.0,not_available
14551.0,not_available
14552.0,not_available
14553.0,not_available
14590.0,not_available
14612.0,not_available
14618.0,not_available
14619.0,not_available
14624.0,not_available
14653.0,not_available
14658.0,not_available
14659.0,not_available
14660.0,not_available
14661.0,not_available
14675.0,not_available
14679.0,not_available
14680.0,not_available
14681.0,not_available
14711.0,not_available
14713.0,not_available
14738.0,not_available
14743.0,not_available
14785.0,not_available
14855.0,not_available
14897.0,not_available
14901.0,not_available
14912.0,not_available
14913.0,not_available
14914.0,not_available
14934.0,not_available
14940.0,not_available
14941.0,not_available
14948.0,not_available
14951.0,not_available
14904.0,not_available
14905.0,not_available
14906.0,not_available
14911.0,not_available
14972.0,not_available
14986.0,not_available
14988.0,not_available
14989.0,not_available
14996.0,not_available
15022.0,not_available
15029.0,not_available
15030.0,not_available
15031.0,not_available
15038.0,not_available
15039.0,not_available
15040.0,not_available
15041.0,not_available
15042.0,not_available
15043.0,not_available
15049.0,not_available
15052.0,not_available
15058.0,not_available
15061.0,not_available
15094.0,not_available
15132.0,not_available
15133.0,not_available
15134.0,not_available
15145.0,not_available
15146.0,not_available
15147.0,not_available
15211.0,not_available
10895.0,not_available
15349.0,not_available
14692.0,not_available
15455.0,not_available
15456.0,not_available
15457.0,not_available
15461.0,not_available
15462.0,not_available
15463.0,not_available
15467.0,not_available
15478.0,not_available
15483.0,not_available
15484.0,not_available
15490.0,not_available
15510.0,not_available
15517.0,not_available
15518.0,not_available
15529.0,not_available
15532.0,not_available
15545.0,not_available
15547.0,not_available
15550.0,not_available
15552.0,not_available
15561.0,not_available
15562.0,not_available
15563.0,not_available
15564.0,not_available
15565.0,not_available
15566.0,not_available
15570.0,not_available
15572.0,not_available
15574.0,not_available
15581.0,not_available
15603.0,not_available
15612.0,not_available
15628.0,not_available
15629.0,not_available
15630.0,not_available
15631.0,not_available
15705.0,not_available
15707.0,not_available
15714.0,not_available
12505.0,not_available
15452.0,not_available
15851.0,not_available
15877.0,not_available
15899.0,not_available
15912.0,not_available
15913.0,not_available
10902.0,not_available
15867.0,not_available
4195.0,not_available
6114.0,not_available
6115.0,not_available
6116.0,not_available
15921.0,not_available
15924.0,not_available
15936.0,not_available
15937.0,not_available
15938.0,not_available
15941.0,not_available
879.0,not_available
15946.0,not_available
9085.0,not_available
16106.0,not_available
16176.0,not_available
16182.0,not_available
16183.0,not_available
16185.0,not_available
16188.0,not_available
16189.0,not_available
10547.0,not_available
10548.0,not_available
10549.0,not_available
16209.0,not_available
16264.0,not_available
16267.0,not_available
16268.0,not_available
16270.0,not_available
16272.0,not_available
16325.0,not_available
16327.0,not_available
16333.0,not_available
16335.0,not_available
16336.0,not_available
16345.0,not_available
16354.0,not_available
16358.0,not_available
16359.0,not_available
16363.0,not_available
16368.0,not_available
16369.0,not_available
16376.0,not_available
16378.0,not_available
16379.0,not_available
16386.0,not_available
16388.0,not_available
16389.0,not_available
16415.0,not_available
16430.0,not_available
16434.0,not_available
16439.0,not_available
16479.0,not_available
16480.0,not_available
9518.0,not_available
9517.0,not_available
16506.0,not_available
16521.0,not_available
16525.0,not_available
16540.0,not_available
16560.0,not_available
10448.0,not_available
16596.0,not_available
16599.0,not_available
16611.0,not_available
16617.0,not_available
16624.0,not_available
3256.0,not_available
16629.0,not_available
16632.0,not_available
16638.0,not_available
16644.0,not_available
16645.0,not_available
16650.0,not_available
13572.0,not_available
16651.0,not_available
16662.0,not_available
16668.0,not_available
13.0,missing_coordinates
70.0,missing_coordinates
75.0,missing_coordinates
77.0,missing_coordinates
97.0,missing_coordinates
98.0,missing_coordinates
111.0,missing_coordinates
167.0,missing_coordinates
218.0,missing_coordinates
221.0,missing_coordinates
226.0,missing_coordinates
227.0,missing_coordinates
234.0,missing_coordinates
235.0,missing_coordinates
239.0,missing_coordinates
259.0,missing_coordinates
349.0,missing_coordinates
354.0,missing_coordinates
356.0,missing_coordinates
369.0,missing_coordinates
372.0,missing_coordinates
373.0,missing_coordinates
376.0,missing_coordinates
380.0,missing_coordinates
396.0,missing_coordinates
403.0,missing_coordinates
407.0,missing_coordinates
421.0,missing_coordinates
422.0,missing_coordinates
423.0,missing_coordinates
424.0,missing_coordinates
425.0,missing_coordinates
434.0,missing_coordinates
451.0,missing_coordinates
457.0,missing_coordinates
469.0,missing_coordinates
476.0,missing_coordinates
477.0,missing_coordinates
478.0,missing_coordinates
491.0,missing_coordinates
493.0,missing_coordinates
494.0,missing_coordinates
495.0,missing_coordinates
496.0,missing_coordinates
507.0,missing_coordinates
510.0,missing_coordinates
518.0,missing_coordinates
525.0,missing_coordinates
531.0,missing_coordinates
535.0,missing_coordinates
539.0,missing_coordinates
542.0,missing_coordinates
564.0,missing_coordinates
569.0,missing_coordinates
571.0,missing_coordinates
580.0,missing_coordinates
583.0,missing_coordinates
594.0,missing_coordinates
609.0,missing_coordinates
627.0,missing_coordinates
747.0,missing_coordinates
748.0,missing_coordinates
762.0,missing_coordinates
778.0,missing_coordinates
792.0,missing_coordinates
798.0,missing_coordinates
805.0,missing_coordinates
815.0,missing_coordinates
828.0,missing_coordinates
829.0,missing_coordinates
843.0,missing_coordinates
844.0,missing_coordinates
848.0,missing_coordinates
866.0,missing_coordinates
869.0,missing_coordinates
875.0,missing_coordinates
876.0,missing_coordinates
882.0,missing_coordinates
886.0,missing_coordinates
891.0,missing_coordinates
896.0,missing_coordinates
898.0,missing_coordinates
961.0,missing_coordinates
986.0,missing_coordinates
1009.0,missing_coordinates
1022.0,missing_coordinates
1023.0,missing_coordinates
1026.0,missing_coordinates
1038.0,missing_coordinates
1040.0,missing_coordinates
1044.0,missing_coordinates
1047.0,missing_coordinates
1065.0,missing_coordinates
1082.0,missing_coordinates
1087.0,missing_coordinates
1102.0,missing_coordinates
1109.0,missing_coordinates
1110.0,missing_coordinates
1111.0,missing_coordinates
1124.0,missing_coordinates
1125.0,missing_coordinates
1147.0,missing_coordinates
1149.0,missing_coordinates
1155.0,missing_coordinates
1156.0,missing_coordinates
1171.0,missing_coordinates
1173.0,missing_coordinates
1183.0,missing_coordinates
1197.0,missing_coordinates
1198.0,missing_coordinates
1203.0,missing_coordinates
1206.0,missing_coordinates
1212.0,missing_coordinates
1216.0,missing_coordinates
1223.0,missing_coordinates
1237.0,missing_coordinates
1249.0,missing_coordinates
1254.0,missing_coordinates
1255.0,missing_coordinates
1256.0,missing_coordinates
1267.0,missing_coordinates
1275.0,missing_coordinates
1276.0,missing_coordinates
1282.0,missing_coordinates
1303.0,missing_coordinates
1304.0,missing_coordinates
1305.0,missing_coordinates
1315.0,missing_coordinates
1316.0,missing_coordinates
1338.0,missing_coordinates
1339.0,missing_coordinates
1360.0,missing_coordinates
1362.0,missing_coordinates
1372.0,missing_coordinates
1397.0,missing_coordinates
1404.0,missing_coordinates
1406.0,missing_coordinates
1408.0,missing_coordinates
1413.0,missing_coordinates
1439.0,missing_coordinates
1446.0,missing_coordinates
1449.0,missing_coordinates
1450.0,missing_coordinates
1457.0,missing_coordinates
1465.0,missing_coordinates
1472.0,missing_coordinates
1473.0,missing_coordinates
1480.0,missing_coordinates
1487.0,missing_coordinates
1495.0,missing_coordinates
1497.0,missing_coordinates
1500.0,missing_coordinates
1509.0,missing_coordinates
1530.0,missing_coordinates
1542.0,missing_coordinates
1548.0,missing_coordinates
1570.0,missing_coordinates
1574.0,missing_coordinates
1575.0,missing_coordinates
1581.0,missing_coordinates
1582.0,missing_coordinates
1584.0,missing_coordinates
1585.0,missing_coordinates
1586.0,missing_coordinates
1592.0,missing_coordinates
1593.0,missing_coordinates
1594.0,missing_coordinates
1595.0,missing_coordinates
1609.0,missing_coordinates
1620.0,missing_coordinates
1623.0,missing_coordinates
1629.0,missing_coordinates
1632.0,missing_coordinates
1635.0,missing_coordinates
1636.0,missing_coordinates
1638.0,missing_coordinates
1639.0,missing_coordinates
1640.0,missing_coordinates
1642.0,missing_coordinates
1643.0,missing_coordinates
1651.0,missing_coordinates
1664.0,missing_coordinates
1684.0,missing_coordinates
1691.0,missing_coordinates
1692.0,missing_coordinates
1696.0,missing_coordinates
1704.0,missing_coordinates
1705.0,missing_coordinates
1707.0,missing_coordinates
1717.0,missing_coordinates
1718.0,missing_coordinates
1725.0,missing_coordinates
1740.0,missing_coordinates
1755.0,missing_coordinates
1760.0,missing_coordinates
1761.0,missing_coordinates
1769.0,missing_coordinates
1770.0,missing_coordinates
1771.0,missing_coordinates
1775.0,missing_coordinates
1777.0,missing_coordinates
1782.0,missing_coordinates
1786.0,missing_coordinates
1789.0,missing_coordinates
1813.0,missing_coordinates
1834.0,missing_coordinates
1873.0,missing_coordinates
1875.0,missing_coordinates
1906.0,missing_coordinates
1919.0,missing_coordinates
1923.0,missing_coordinates
1930.0,missing_coordinates
1931.0,missing_coordinates
1938.0,missing_coordinates
1942.0,missing_coordinates
1948.0,missing_coordinates
1951.0,missing_coordinates
1958.0,missing_coordinates
1966.0,missing_coordinates
1977.0,missing_coordinates
1978.0,missing_coordinates
1980.0,missing_coordinates
1981.0,missing_coordinates
1982.0,missing_coordinates
1983.0,missing_coordinates
1984.0,missing_coordinates
1987.0,missing_coordinates
1989.0,missing_coordinates
1990.0,missing_coordinates
1992.0,missing_coordinates
1996.0,missing_coordinates
1998.0,missing_coordinates
1999.0,missing_coordinates
2001.0,missing_coordinates
2002.0,missing_coordinates
2006.0,missing_coordinates
2007.0,missing_coordinates
2008.0,missing_coordinates
2010.0,missing_coordinates
2031.0,missing_coordinates
2062.0,missing_coordinates
2069.0,missing_coordinates
2070.0,missing_coordinates
2071.0,missing_coordinates
2074.0,missing_coordinates
2092.0,missing_coordinates
2097.0,missing_coordinates
2098.0,missing_coordinates
2099.0,missing_coordinates
2100.0,missing_coordinates
2108.0,missing_coordinates
2133.0,missing_coordinates
2147.0,missing_coordinates
2157.0,missing_coordinates
2158.0,missing_coordinates
2173.0,missing_coordinates
2178.0,missing_coordinates
2180.0,missing_coordinates
2188.0,missing_coordinates
2190.0,missing_coordinates
2196.0,missing_coordinates
2197.0,missing_coordinates
2201.0,missing_coordinates
2214.0,missing_coordinates
2218.0,missing_coordinates
2257.0,missing_coordinates
2259.0,missing_coordinates
2261.0,missing_coordinates
2264.0,missing_coordinates
2265.0,missing_coordinates
2266.0,missing_coordinates
2271.0,missing_coordinates
2272.0,missing_coordinates
2278.0,missing_coordinates
2279.0,missing_coordinates
2281.0,missing_coordinates
2283.0,missing_coordinates
2286.0,missing_coordinates
2294.0,missing_coordinates
2301.0,missing_coordinates
2304.0,missing_coordinates
2305.0,missing_coordinates
2307.0,missing_coordinates
2309.0,missing_coordinates
2318.0,missing_coordinates
2325.0,missing_coordinates
2326.0,missing_coordinates
2330.0,missing_coordinates
2334.0,missing_coordinates
2350.0,missing_coordinates
2354.0,missing_coordinates
2355.0,missing_coordinates
2358.0,missing_coordinates
2362.0,missing_coordinates
2363.0,missing_coordinates
2365.0,missing_coordinates
2368.0,missing_coordinates
2370.0,missing_coordinates
2374.0,missing_coordinates
2375.0,missing_coordinates
2378.0,missing_coordinates
2380.0,missing_coordinates
2381.0,missing_coordinates
2383.0,missing_coordinates
2384.0,missing_coordinates
2385.0,missing_coordinates
2386.0,missing_coordinates
2387.0,missing_coordinates
2388.0,missing_coordinates
2389.0,missing_coordinates
2390.0,missing_coordinates
2396.0,missing_coordinates
2397.0,missing_coordinates
2402.0,missing_coordinates
2410.0,missing_coordinates
2417.0,missing_coordinates
2424.0,missing_coordinates
2428.0,missing_coordinates
2429.0,missing_coordinates
2433.0,missing_coordinates
2441.0,missing_coordinates
2444.0,missing_coordinates
2446.0,missing_coordinates
2447.0,missing_coordinates
2448.0,missing_coordinates
2451.0,missing_coordinates
2460.0,missing_coordinates
2464.0,missing_coordinates
2468.0,missing_coordinates
2470.0,missing_coordinates
2477.0,missing_coordinates
2479.0,missing_coordinates
2480.0,missing_coordinates
2481.0,missing_coordinates
2482.0,missing_coordinates
2483.0,missing_coordinates
2485.0,missing_coordinates
2487.0,missing_coordinates
2491.0,missing_coordinates
2493.0,missing_coordinates
2498.0,missing_coordinates
2501.0,missing_coordinates
2503.0,missing_coordinates
2512.0,missing_coordinates
2513.0,missing_coordinates
2516.0,missing_coordinates
2523.0,missing_coordinates
2524.0,missing_coordinates
2525.0,missing_coordinates
2528.0,missing_coordinates
2536.0,missing_coordinates
2541.0,missing_coordinates
2543.0,missing_coordinates
2544.0,missing_coordinates
2550.0,missing_coordinates
2559.0,missing_coordinates
2566.0,missing_coordinates
2567.0,missing_coordinates
2568.0,missing_coordinates
2570.0,missing_coordinates
2573.0,missing_coordinates
2574.0,missing_coordinates
2578.0,missing_coordinates
2579.0,missing_coordinates
2580.0,missing_coordinates
2585.0,missing_coordinates
2586.0,missing_coordinates
2589.0,missing_coordinates
2593.0,missing_coordinates
2603.0,missing_coordinates
2613.0,missing_coordinates
2615.0,missing_coordinates
2616.0,missing_coordinates
2617.0,missing_coordinates
2620.0,missing_coordinates
2628.0,missing_coordinates
2640.0,missing_coordinates
2642.0,missing_coordinates
2644.0,missing_coordinates
2649.0,missing_coordinates
2658.0,missing_coordinates
2660.0,missing_coordinates
2665.0,missing_coordinates
2666.0,missing_coordinates
2667.0,missing_coordinates
2668.0,missing_coordinates
2676.0,missing_coordinates
2677.0,missing_coordinates
2681.0,missing_coordinates
2688.0,missing_coordinates
2689.0,missing_coordinates
2690.0,missing_coordinates
2698.0,missing_coordinates
2702.0,missing_coordinates
2703.0,missing_coordinates
2705.0,missing_coordinates
2718.0,missing_coordinates
2720.0,missing_coordinates
2730.0,missing_coordinates
2735.0,missing_coordinates
2738.0,missing_coordinates
2746.0,missing_coordinates
2751.0,missing_coordinates
2752.0,missing_coordinates
2753.0,missing_coordinates
2757.0,missing_coordinates
2758.0,missing_coordinates
2765.0,missing_coordinates
2775.0,missing_coordinates
2783.0,missing_coordinates
2784.0,missing_coordinates
2787.0,missing_coordinates
2788.0,missing_coordinates
2789.0,missing_coordinates
2790.0,missing_coordinates
2791.0,missing_coordinates
2795.0,missing_coordinates
2797.0,missing_coordinates
2804.0,missing_coordinates
2806.0,missing_coordinates
2818.0,missing_coordinates
2821.0,missing_coordinates
2823.0,missing_coordinates
2825.0,missing_coordinates
2826.0,missing_coordinates
2837.0,missing_coordinates
2847.0,missing_coordinates
2852.0,missing_coordinates
2863.0,missing_coordinates
2867.0,missing_coordinates
2876.0,missing_coordinates
2877.0,missing_coordinates
2887.0,missing_coordinates
2897.0,missing_coordinates
2899.0,missing_coordinates
2900.0,missing_coordinates
2907.0,missing_coordinates
2921.0,missing_coordinates
2925.0,missing_coordinates
2926.0,missing_coordinates
2932.0,missing_coordinates
2934.0,missing_coordinates
2945.0,missing_coordinates
2953.0,missing_coordinates
2956.0,missing_coordinates
2957.0,missing_coordinates
2958.0,missing_coordinates
2959.0,missing_coordinates
2960.0,missing_coordinates
2961.0,missing_coordinates
2964.0,missing_coordinates
2966.0,missing_coordinates
2967.0,missing_coordinates
2971.0,missing_coordinates
2972.0,missing_coordinates
2974.0,missing_coordinates
2977.0,missing_coordinates
2982.0,missing_coordinates
2985.0,missing_coordinates
2989.0,missing_coordinates
2990.0,missing_coordinates
2991.0,missing_coordinates
2993.0,missing_coordinates
2994.0,missing_coordinates
2999.0,missing_coordinates
3001.0,missing_coordinates
3002.0,missing_coordinates
3003.0,missing_coordinates
3006.0,missing_coordinates
3012.0,missing_coordinates
3013.0,missing_coordinates
3020.0,missing_coordinates
3021.0,missing_coordinates
3025.0,missing_coordinates
3040.0,missing_coordinates
3041.0,missing_coordinates
3042.0,missing_coordinates
3043.0,missing_coordinates
3044.0,missing_coordinates
3049.0,missing_coordinates
3050.0,missing_coordinates
3062.0,missing_coordinates
3065.0,missing_coordinates
3072.0,missing_coordinates
3087.0,missing_coordinates
3088.0,missing_coordinates
3106.0,missing_coordinates
3109.0,missing_coordinates
3112.0,missing_coordinates
3114.0,missing_coordinates
3117.0,missing_coordinates
3122.0,missing_coordinates
3154.0,missing_coordinates
3160.0,missing_coordinates
3166.0,missing_coordinates
3175.0,missing_coordinates
3177.0,missing_coordinates
3183.0,missing_coordinates
3188.0,missing_coordinates
3190.0,missing_coordinates
3195.0,missing_coordinates
3202.0,missing_coordinates
3206.0,missing_coordinates
3208.0,missing_coordinates
3213.0,missing_coordinates
3216.0,missing_coordinates
3222.0,missing_coordinates
3223.0,missing_coordinates
3225.0,missing_coordinates
3229.0,missing_coordinates
3231.0,missing_coordinates
3249.0,missing_coordinates
3254.0,missing_coordinates
3260.0,missing_coordinates
3268.0,missing_coordinates
3269.0,missing_coordinates
3284.0,missing_coordinates
3287.0,missing_coordinates
3289.0,missing_coordinates
3290.0,missing_coordinates
3291.0,missing_coordinates
3292.0,missing_coordinates
3297.0,missing_coordinates
3311.0,missing_coordinates
3315.0,missing_coordinates
3323.0,missing_coordinates
3332.0,missing_coordinates
3338.0,missing_coordinates
3339.0,missing_coordinates
3346.0,missing_coordinates
3349.0,missing_coordinates
3356.0,missing_coordinates
3361.0,missing_coordinates
3364.0,missing_coordinates
3396.0,missing_coordinates
3410.0,missing_coordinates
3415.0,missing_coordinates
3421.0,missing_coordinates
3422.0,missing_coordinates
3432.0,missing_coordinates
3433.0,missing_coordinates
3438.0,missing_coordinates
3441.0,missing_coordinates
3443.0,missing_coordinates
3444.0,missing_coordinates
3452.0,missing_coordinates
3455.0,missing_coordinates
3456.0,missing_coordinates
3470.0,missing_coordinates
3479.0,missing_coordinates
3481.0,missing_coordinates
3489.0,missing_coordinates
3494.0,missing_coordinates
3499.0,missing_coordinates
3505.0,missing_coordinates
3506.0,missing_coordinates
3529.0,missing_coordinates
3540.0,missing_coordinates
3548.0,missing_coordinates
3551.0,missing_coordinates
3553.0,missing_coordinates
3560.0,missing_coordinates
