id,address,number,postal_code,municipality,province
13.0,Blvd. Fr. Roosevelt,24.0,7060.0,SOIGNIES,Hainaut
70.0,Ch. De Wégimont,76.0,4630.0,Ayeneux,Liège
71.0,Place Saint - Lambert,,4020.0,Liège,Liège
72.0,Rue du Doyard,,4990.0,Lierneux,Liège
73.0,Fond Saint Servais,,4000.0,Liège,Liège
74.0,Rue des Prémontrès,12.0,4020.0,Liège,Liège
75.0,Route de Bastogne,1.0,4920.0,Harzé,Liège
76.0,Rue du Parc,1.0,4540.0,Jehay,Liège
77.0,Blvd. De la Constitution,19.0,4020.0,Liège,Liège
78.0,Place de la République française ,,4000.0,Liège,Liège
79.0,Rue Darchis,33.0,4020.0,Liège,Liège
86.0,Schumanplein,11.0,1040.0,Brussel,Bruxelles-Brussel
87.0,Uitbreidingstraat,,2600.0,Berchem,Antwerpen
95.0,Peperstraat,2.0,3300.0,TIENEN,Vlaams-Brabant
96.0,Graafschap - Jettelaan,2.0,1090.0,Brussel,Bruxelles-Brussel
97.0,Sint-Pieterskerstraat,,1090.0,Brussel,Bruxelles-Brussel
98.0,Wemmelsestweg,100.0,1090.0,Brussel,Bruxelles-Brussel
100.0,Rue Pietro Ferrero,5.0,6700.0,ARLON,Luxembourg
101.0,Tweestationsstraat,80.0,1070.0,Brussel,Bruxelles-Brussel
102.0,Nieuwe Weg ,1.0,2070.0,ZWIJNDRECHT,Antwerpen
111.0,Hermeslaan,2.0,1831.0,MachelenBt),Vlaams-Brabant
115.0,Gemeenteplein,1.0,3798.0,Voeren  s Gravenvoeren,Limburg
116.0,Remersdaal-Dorp,1.0,3791.0,Remersdaal,Limburg
117.0,Sint-Pieterstraat ,20.0,3792.0,Sint-Pieters-Voeren,Limburg
118.0,Kerkplein,1.0,3790.0,Moelingen,Limburg
119.0,Gieveldstraat,,3793.0,Teuven,Limburg
120.0,Kerkstraat,1.0,3790.0,VOEREN,Limburg
167.0,Vanhalstraat,1.0,1500.0,Halle,Vlaams-Brabant
170.0,Brikkenovenstraat,48.0,3600.0,Genk,Limburg
214.0,Rue de l église,,1150.0,Bruxelles,Bruxelles-Brussel
218.0,Cours des mineurs,,4000.0,Liège,Liège
219.0,Rue des Croisiers,15.0,4000.0,Liège,Liège
220.0,Rue de l école technique ,,4040.0,Herstal,Liège
221.0,Rue de Wallonie,30.0,4460.0,Bierset,Liège
222.0,Rue Paul d Andrimont,24.0,4630.0,Micheroux,Liège
223.0,Bd. Léon Philippet,83.0,4000.0,Liège,Liège
224.0,Rue du Commerce,14.0,4100.0,Seraing,Liège
225.0,Rue Peetermans,80.0,4100.0,Seraing,Liège
226.0,Rue J. Stassart,15.0,4367.0,Crisnée,Liège
227.0,Route de Dinant,119.0,4020.0,Liège,Liège
228.0,Rue de Huy,123.0,4300.0,Waremme,Liège
229.0,Rue de Sélys,35.0,4300.0,Waremme,Liège
230.0,Rue St. Pierre,48.0,4500.0,Huy,Liège
231.0,Avenue Delchambre,6.0,4500.0,Huy,Liège
232.0,Rue Lambert Marlet,23.0,4020.0,Liège,Liège
233.0,Rue Aux Laines,69.0,4800.0,Verviers,Liège
234.0,Rue av. Peltzer,40.0,4020.0,Liège,Liège
235.0,Route du Canada,157.0,4910.0,La Reid,Liège
238.0,Route de Botrange,131.0,4950.0,Robertville,Liège
239.0,Grand Route,317.0,4400.0,,Liège
240.0,Avenue Montesquieu,6.0,4101.0,Jemeppe-sur-Meuse,Liège
242.0,Rue Grand Puits,,4040.0,Herstal,Liège
259.0,Rue de la Bouviere,1.0,4190.0,Vieuxville,Liège
275.0,Da Vincilaan,,1930.0,Zaventem,Vlaams-Brabant
277.0,Adriaan Brouwerstraat,24.0,2000.0,Antwerpen,Antwerpen
282.0,Kempenarestraat,53.0,2860.0,Sint-Katelijne-Waver,Antwerpen
310.0,Koninginnelaan,1.0,8400.0,Oostende,West-Vlaanderen
311.0,Northlaan,13.0,8400.0,Oostende,West-Vlaanderen
312.0,Kursaal - Oosthelling,12.0,8400.0,Oostende,West-Vlaanderen
313.0,Leopold Van Tyghemlaan,62.0,8400.0,Oostende,West-Vlaanderen
315.0,Wetstraat,23.0,1040.0,Brussel,Bruxelles-Brussel
316.0,Grotesteenweg - Noord,9.0,9052.0,Gent,Oost-Vlaanderen
317.0,Kunstlaan,16.0,3500.0,Hasselt,Limburg
318.0,Interleuvenlaan ,58.0,3001.0,Leuven,Vlaams-Brabant
319.0,Sint-Katelijnestraat ,154.0,2800.0,Mechelen,Antwerpen
320.0,Hof ter Weze,1.0,8800.0,Roeselare,West-Vlaanderen
321.0,Patersstraat,100.0,2300.0,Turnhout,Antwerpen
323.0,Interleuven,58.0,3001.0,Leuven,Vlaams-Brabant
328.0, Ingelmunstersteenweg,11.0,8760.0,Meulebeke,West-Vlaanderen
335.0,Chaussée de Haecht,1405.0,1130.0,Bruxelles,Bruxelles-Brussel
341.0,Avenue du Bois St. Jean,21.0,4000.0,Liège,Liège
344.0,Keienpoelweg,6.0,3300.0,Tienen,Vlaams-Brabant
346.0,Avenue de Gaulle,2.0,7500.0,Tournai,Hainaut
349.0,Haven 1968 Sint Annalaan ,1.0,9130.0,Kallo,Oost-Vlaanderen
354.0,Bld Leopold II,44.0,1080.0,Bruxelles,Bruxelles-Brussel
355.0,Adolphe Lavallée,1.0,1080.0,Bruxelles,Bruxelles-Brussel
356.0,Bld. Du jardin Botanique,,1000.0,Bruxelles,Bruxelles-Brussel
357.0,Ch. St - Joseph,4.0,1440.0,Braine-le-Château,Brabant Wallon
358.0,Rue des boignées,13.0,1440.0,Wauthier-Braine,Brabant Wallon
359.0,Rue de l institut,8.0,6040.0,Jumet,Hainaut
360.0,Rue de Bricgniot,196.0,5002.0,Saint-Servais,Namur
361.0,Rue sur les bois,113.0,4870.0,Fraipont,Liège
362.0,Rue de l Hydrion 108l,108.0,6700.0,Arlon,Luxembourg
364.0,Place des Sports,3.0,1348.0,Louvain-la-Neuve,Brabant Wallon
365.0,Rue de la Marlette,3.0,7180.0,Seneffe,Hainaut
366.0,Av. de la Sapinette,3.0,7000.0,Mons,Hainaut
367.0,Av. du Lac ,56.0,7640.0,Antoing,Hainaut
368.0,Av. Amédée Hesse,41.0,4900.0,Spa,Liège
369.0,Ile de Campana,,4030.0,Grivegnée,Liège
370.0,Allée des Sports,63.0,4000.0,Liège,Liège
371.0,Allée du Stade,3.0,5100.0,Jambes,Namur
372.0,Rue Chéravoie,2.0,6840.0,Neufchâteau,Luxembourg
373.0,Site de l Eau d Heure,4.0,6440.0,Froidchapelle,Hainaut
374.0,Allée des Sports,12.0,6280.0,Loverval,Hainaut
375.0,Rue du Liry,21.0,6810.0,Chiny,Luxembourg
376.0,Chée de Wavre,2057.0,1160.0,Bruxelles,Bruxelles-Brussel
377.0,Av. Mounier,87.0,1200.0,Bruxelles,Bruxelles-Brussel
378.0,Rue des Grives,53.0,1070.0,Bruxelles,Bruxelles-Brussel
379.0,Omer Vanaudenhovelaan,48.0,3290.0,Diest,Vlaams-Brabant
380.0,Fabriekstraat,,3980.0,Tessenderlo,Limburg
381.0,Pastorijstraat ,118.0,3300.0,Tienen,Vlaams-Brabant
383.0,Brand Whitlocklaan,165.0,1200.0,Brussel,Bruxelles-Brussel
384.0,Gobelinstraat,3.0,9700.0,Oudenaarde,Oost-Vlaanderen
385.0,Kolonel Begaultlaan ,15.0,3012.0,Wilsele,Vlaams-Brabant
387.0,Beeldhouwkunstlaan,,1700.0,Dilbeek,Vlaams-Brabant
389.0,Kapelstraat,100.0,9100.0,Sint-Niklaas,Oost-Vlaanderen
390.0,Vierwegstraat,194.0,8800.0,Roeselare,West-Vlaanderen
396.0,Paderstraat ,158.0,8620.0,Nieuwpoort,West-Vlaanderen
398.0,Haarlebeek,3.0,2275.0,Lille,Antwerpen
399.0,Pedro Colomalaan,25.0,2880.0,Bornem,Antwerpen
403.0,Parc Industriel Zone A,,7011.0,Ghlin,Hainaut
404.0,Wiemesmeerstraat ,105.0,3600.0,Genk,Limburg
407.0,Schurhovenveld ,4820.0,3800.0,Sint-Truiden,Limburg
409.0,Vlasland,4.0,2260.0,Westerlo,Antwerpen
411.0,Vlieghavenlaan,50.0,3140.0,Keerbergen,Vlaams-Brabant
414.0,Slachthuislaan,74.0,2060.0,Antwerpen,Antwerpen
415.0,Elzen,145.0,3920.0,Lommel,Limburg
417.0,Arianelaan,5.0,1200.0,Brussel,Bruxelles-Brussel
418.0,Stift,2.0,3960.0,Bree,Limburg
419.0,Katjeswilgenlaan ,,3010.0,Kessel-Lo,Vlaams-Brabant
420.0,Weerstandlaan,24.0,2660.0,Hoboken,Antwerpen
421.0,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen
422.0,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen
423.0,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen
424.0,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen
425.0,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen
427.0,Tervuursevest,101.0,3001.0,Heverlee,Vlaams-Brabant
428.0,Speiestraat,32.0,8940.0,Wervik,West-Vlaanderen
429.0,Place des sports,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon
430.0,Rue du Castinia,,1348.0,Louvain-la-Neuve,Brabant Wallon
431.0,Liersestwg.,4.0,2800.0,Mechelen,Antwerpen
434.0,Route St - Hubert,1.0,6800.0,Recogne,Luxembourg
436.0,Vaartstraat,60.0,8710.0,Wielsbeke,West-Vlaanderen
437.0,Ooigemstraat,12.0,8710.0,Wielsbeke,West-Vlaanderen
438.0,Westerring,15.0,9700.0,Oudenaarde,Oost-Vlaanderen
445.0,Nazarethsesteenweg,77.0,9800.0,Astene,Oost-Vlaanderen
450.0,Lamorinierestraat,,2018.0,Antwerpen,Antwerpen
451.0,Riderveldlaan,5.0,2018.0,Antwerpen,Antwerpen
452.0,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant
453.0,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant
454.0,Nijverheidslaan,,3200.0,Aarschot,Vlaams-Brabant
455.0,Schaliehoevestraat ,12.0,2220.0,Heist-Op-Den-Berg,Antwerpen
456.0,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant
457.0,Cipaalstraat ,8.0,2440.0,Geel,Antwerpen
458.0,Erperheidestraat,2.0,3990.0,Peer,Limburg
459.0,Koldamstraat,9.0,1560.0,Hoeilaart,Vlaams-Brabant
460.0,Nekkerspoelstraat,199.0,2800.0,Mechelen,Antwerpen
461.0,Kruisstraat,54.0,3120.0,Tremelo,Vlaams-Brabant
466.0,Av. de Burlet,4.0,1400.0,Nivelles,Brabant Wallon
468.0,Zeypestraat,26.0,1910.0,Kampenhout,Vlaams-Brabant
469.0,Bergtorfbroeklaan,,1910.0,Kampenhout,Vlaams-Brabant
470.0,Kerkstraat,34.0,1910.0,Kampenhout,Vlaams-Brabant
471.0,Steenweg op Zevendonk ,18.0,2300.0,Turnhout,Antwerpen
472.0,Uilenbaan,15.0,2160.0,Wommelgem,Antwerpen
473.0,Reep,1.0,9000.0,Gent,Oost-Vlaanderen
474.0,Vlamingenstraat,83.0,3000.0,Leuven,Vlaams-Brabant
475.0,Steenweg op Tielen ,51.0,2300.0,Turnhout,Antwerpen
476.0,Cathilleweg t,38.0,8490.0,Jabbeke,West-Vlaanderen
477.0,Sarkoheemstraa,2.0,8490.0,Jabbeke,West-Vlaanderen
478.0,Oude Dorpweg,58.0,8490.0,Jabbeke,West-Vlaanderen
479.0,Eernegemweg  ,,8490.0,Jabbeke,West-Vlaanderen
480.0,Dorpsstraat,,8490.0,Jabbeke,West-Vlaanderen
485.0,Parklaan ,,2300.0,Turnhout,Antwerpen
488.0,Motstraat,32.0,2800.0,Mechelen,Antwerpen
489.0,Zeutestraat ,5.0,2800.0,Mechelen,Antwerpen
490.0,Rue de Chassart,38.0,1495.0,Marbais,Brabant Wallon
491.0,Squaire Marie-Curie,40.0,1070.0,Bruxelles,Bruxelles-Brussel
492.0,Rue Osseghem,53.0,1080.0,Bruxelles,Bruxelles-Brussel
493.0,Industriepark Nederwest Oost,,9400.0,Meerbeke,Oost-Vlaanderen
494.0,Broekaai ,13.0,1731.0,Zellik,Vlaams-Brabant
495.0,AVenue Herman Debroux,42.0,1160.0,Bruxelles,Bruxelles-Brussel
496.0,Rue des Pieds d Alouettes,12.0,5100.0,Naninne,Namur
498.0,Laarstraat,16.0,2610.0,Wilrijk,Antwerpen
500.0,Route de Glons,1.0,4452.0,Paifve,Liège
507.0,Boomsestwg,957.0,,,
509.0,Nieuwevaart,51.0,9000.0,Gent,Oost-Vlaanderen
510.0,Allée du Bol d Air,13.0,4317.0,Angleur,Liège
517.0,Nijverheidsstraat,7.0,2260.0,Westerlo,Antwerpen
518.0,Boomsestweg,957.0,2610.0,Wilrijk,Antwerpen
519.0,Ingberthoeveweg ,7.0,2630.0,Aartselaar,Antwerpen
520.0,Boomsestwg.,957.0,2610.0,Wilrijk,Antwerpen
521.0,Boomsestwg. ,957.0,2610.0,Wilrijk,Antwerpen
525.0,Weg nr. Bre,2.0,3660.0,Opglabbeek,Limburg
526.0,Klaproosstraat ,12.0,2340.0,Beerse,Antwerpen
530.0,Herbesthalerstrasse,325.0,4700.0,Eupen,Liège
531.0,Bld. Du Souverain,25.0,1170.0,Bruxelles,Bruxelles-Brussel
532.0,Grotesteenweg,214.0,2600.0,Berchem,Antwerpen
533.0,Rue du Trône ,1.0,1000.0,Bruxelles,Bruxelles-Brussel
534.0,Av. Marcel Thiry,208.0,1200.0,Bruxelles,Bruxelles-Brussel
535.0,Site Philips - Ubicenter,208.0,3000.0,Leuven,Vlaams-Brabant
536.0,Grote Steenweg ,214.0,2600.0,Berchem,Antwerpen
537.0,Oktrooiplein ,1.0,9000.0,Gent,Oost-Vlaanderen
538.0,Rue Joffre ,12.0,4000.0,Liège,Liège
539.0,Blvd. Audent,,4000.0,Liège,Liège
540.0,Rue d Othée,214.0,4432.0,Alleur,Liège
542.0,Ch. de mariemon,100.0,7140.0,Morlanwelz,Hainaut
543.0,Rue Ducale,1.0,1000.0,Bruxelles,Bruxelles-Brussel
545.0,Av. de la Couronne,6.0,1050.0,Bruxelles,Bruxelles-Brussel
550.0,Leuvensesteenweg ,5.0,3080.0,Tervuren,Vlaams-Brabant
564.0,Boechhoutlaan,55.0,1853.0,Strombeek-Bever,Vlaams-Brabant
565.0,Temselaan,100.0,1853.0,Strombeek-Bever,Vlaams-Brabant
566.0,Rue Maestricht,,4651.0,Battice,Liège
568.0,Nijverheidsstraat,9.0,2260.0,OEVEL,Antwerpen
569.0,Lieven Bauwensstraa,16.0,8200.0,Brugge,West-Vlaanderen
570.0,Wilrijkstraat,8.0,2650.0,Edegem,Antwerpen
571.0,Schiepse Bo,4.0,3600.0,Genk,Limburg
572.0,Boomkensstraat,303.0,3500.0,Hasselt,Limburg
573.0,Grote Markt,,8900.0,Ieper,West-Vlaanderen
574.0,Leopold III-laan,,8900.0,Ieper,West-Vlaanderen
575.0,Laarbeeklaan,105.0,1090.0,Brussel,Bruxelles-Brussel
576.0,Herestraat,19.0,3000.0,Leuven,Vlaams-Brabant
577.0,Motstraat,40.0,2800.0,Mechelen,Antwerpen
578.0,Dirk Martensstraat,11.0,8200.0,Sint-Andries,West-Vlaanderen
580.0,A. Van Dijckstraat,10.0,2300.0,Turnhout,Antwerpen
581.0,Rue De La Carbo,,7333.0,Tertre,Hainaut
582.0,Rue De La Carbo,,7333.0,Tertre,Hainaut
583.0,Chaussée du Tubize ,297.0,1420.0,Braine-l Alleud,Brabant Wallon
585.0,Boulevard Industriel,96.0,7700.0,Mouscron,Hainaut
586.0,Rue de l Industrie,44.0,1040.0,Bruxelles,Bruxelles-Brussel
587.0,Rue Royale ,100.0,1000.0,Bruxelles,Bruxelles-Brussel
588.0,Rue de la Papeterie,,6760.0,Virton,Luxembourg
592.0,Avenue de la Joyeuse Entrée,,1040.0,Bruxelles,Bruxelles-Brussel
594.0,Dorpsstraat,15.0,3910.0,Neerpelt,Limburg
595.0,Toekomstlaan,,3910.0,Neerpelt,Limburg
596.0,Grote Heide ,14.0,3910.0,Neerpelt,Limburg
597.0,Herent,139.0,3910.0,Neerpelt,Limburg
601.0,Rue de Trèves ,82.0,1040.0,Bruxelles,Bruxelles-Brussel
605.0,Av. Salomé,2.0,1150.0,Bruxelles,Bruxelles-Brussel
606.0,Groot Begijnhof,14.0,3000.0,Leuven,Vlaams-Brabant
607.0,Ottergemsesteenweg,413.0,9000.0,Gent,Oost-Vlaanderen
608.0,Albrechtlaan,117.0,9300.0,Aalst,Oost-Vlaanderen
609.0,Zone Industrielle C ,,7181.0,Feluy,Hainaut
610.0,Rue de l Industrie ,4.0,1400.0,Nivelles,Brabant Wallon
612.0,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen
613.0,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen
614.0,Boulevard de la Woluwe,58.0,1200.0,Bruxelles,Bruxelles-Brussel
615.0,Bomastraat,10.0,9000.0,Gent,Oost-Vlaanderen
616.0,Belgiëlei,34.0,2018.0,Antwerpen,Antwerpen
617.0,Havenlaan,7.0,3980.0,Tessenderlo,Limburg
620.0,Rue de la Providence ,114.0,6030.0,Marchienne-au-Pont,Hainaut
621.0,Place de l Accueil,10.0,1348.0,Louvain-la-Neuve,Brabant Wallon
623.0,Weiveldlaan,19.0,1930.0,Zaventem,Vlaams-Brabant
624.0,Désiré Delcroixstraat,,9800.0,Deinze,Oost-Vlaanderen
627.0,Rue G. D Orange,168.0,4100.0,Seraing,Liège
629.0,Onder den toren  ,5.0,2800.0,Mechelen,Antwerpen
630.0,Quai de Willebroeck,35.0,1000.0,Bruxelles,Bruxelles-Brussel
631.0,Koning Albert I  laan  ,8.0,8200.0,Brugge,West-Vlaanderen
632.0,Boudewijnstraat,4.0,2280.0,Grobbendonk,Antwerpen
633.0,Molendreef ,8.0,2280.0,Grobbendonk,Antwerpen
729.0,Boulevard Roi Albert II ,,1210.0,Bruxelles,Bruxelles-Brussel
730.0,Karmelietenstraat,15.0,1000.0,Bruxelles,Bruxelles-Brussel
731.0,Kleine Zavel ,8.0,1000.0,Brussel,Bruxelles-Brussel
732.0,Karmelietenstraat,,1000.0,Brussel,Bruxelles-Brussel
733.0,Place de l Université ,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon
734.0,Daelemveld ,1002.0,3540.0,Herk-de-Stad,Limburg
735.0,Avenue Charles Thielemans,93.0,1150.0,Bruxelles,Bruxelles-Brussel
739.0,Kallo 3 ,3.0,9130.0,Kallo,Oost-Vlaanderen
740.0,Nijverheidsstraat,15.0,2260.0,Oevel,Antwerpen
741.0,Nijverheidsstraat,15.0,2260.0,OEVEL,Antwerpen
742.0,Onkerzelestraat,280.0,9500.0,Geraardsbergen,Oost-Vlaanderen
744.0,Parc Industriel,,4300.0,Waremme,Liège
745.0,Chaussée Romaine,176.0,4300.0,WAREMME,Liège
746.0,Stadsplein,1.0,3600.0,Genk,Limburg
747.0,Markt Z/N ,,3980.0,Tessenderlo,Limburg
748.0,p.a. Markt,21.0,9800.0,Deinze,Oost-Vlaanderen
749.0,Avenue de l Industrie,1.0,4500.0,Tihange,Liège
750.0,Avenue de l industrie ,1.0,4500.0,Tihange,Liège
751.0,Avenue de l Industrie ,1.0,4500.0,Tihange,Liège
752.0,Av. De L Industrie,1.0,4500.0,Tihange,Liège
753.0,Avenue de l Industrie ,1.0,4500.0,Tihange,Liège
754.0,Avenue de l Industrie,1.0,4500.0,Tihange,Liège
755.0,Avenue de l Industrie,1.0,4500.0,Tihange,Liège
757.0,Leonardo Da Vincilaan,4.0,1831.0,Diegem,Vlaams-Brabant
758.0,Chaussée de Mons,,7180.0,Seneffe,Hainaut
759.0,Waalstraat,18.0,9870.0,Zulte,Oost-Vlaanderen
762.0,Rue du Travail 63,63.0,7000.0,Mons,Hainaut
769.0,Avenue Louise 480 ,480.0,1050.0,Bruxelles,Bruxelles-Brussel
777.0,Sporthalstraat,12.0,3300.0,Tienen,Vlaams-Brabant
778.0,Reizegersstraat,81.0,3300.0,TIENEN,Vlaams-Brabant
779.0,Rue Laid Burniat,5.0,1348.0,Louvain-la-Neuve,Brabant Wallon
781.0,Rue du Panorama,57.0,4801.0,Stembert,Liège
782.0,Rue du Châtelet,266.0,6030.0,MARCHIENNE-AU-PONT,Hainaut
783.0,Rue du Châtelet ,266.0,6030.0,MARCHIENNE-AU-PONT,Hainaut
784.0,Koning Albertlaan ,1.0,9840.0,De,Oost-Vlaanderen
785.0,Polderbos ,20.0,9840.0,De,Oost-Vlaanderen
789.0,Boulevard Charlemagne ,,1000.0,Bruxelles,Bruxelles-Brussel
790.0,Avenue des Combattants,35.0,1490.0,Court-Saint-Etienne,Brabant Wallon
791.0,Avenue Einstein,2.0,1300.0,Wavre,Brabant Wallon
792.0,Rue Armand Dewolf,2.0,1357.0,Hélécine,Brabant Wallon
794.0,Chaussée de Charleroi ,110.0,1060.0,Bruxelles,Bruxelles-Brussel
795.0,Rogierplein,11.0,1210.0,Brussel,Bruxelles-Brussel
796.0,Galileelaan,5.0,1210.0,Brussel,Bruxelles-Brussel
797.0,Pachecolaan,44.0,1000.0,Brussel,Bruxelles-Brussel
798.0,Rue de Bois de Four ,,6440.0,Froidchapelle,Hainaut
799.0,Rue du Stade,,6762.0,Virton,Luxembourg
800.0,A la Cour Marchal,8.0,6760.0,VIRTON,Luxembourg
801.0,Rue Charles Magnette ,17.0,6760.0,VIRTON,Luxembourg
802.0,Rue Bollinckx,352.0,1190.0,Bruxelles,Bruxelles-Brussel
803.0,Rue Neuve,123.0,1000.0,Bruxelles,Bruxelles-Brussel
804.0,Liersesteenweg,15.0,2640.0,Mortsel,Antwerpen
805.0,Rue Jean Etienne Lenoir,,1348.0,Louvain-la-Neuve,Brabant Wallon
806.0,Philipssite,5.0,3001.0,Leuven,Vlaams-Brabant
807.0,Louizalaan,222.0,1050.0,Brussel,Bruxelles-Brussel
808.0,Frankrijklei,79.0,2018.0,Antwerpen,Antwerpen
809.0,Industrieweg,150.0,3583.0,Paal,Limburg
810.0,St. Cordulastraat,,2900.0,Schoten,Antwerpen
811.0,Spinnerijstraat,100.0,8530.0,Harelbeke,West-Vlaanderen
812.0,Marnixlaan,13.0,1000.0,Bruxelles,Bruxelles-Brussel
813.0,Engeland,555.0,1180.0,Bruxelles,Bruxelles-Brussel
814.0,Havenlaan,,1000.0,Brussel,Bruxelles-Brussel
815.0,Ketenislaan Haven ,1500.0,9130.0,Kallo,Oost-Vlaanderen
822.0,Neerveldstraat,105.0,1200.0,Bruxelles,Bruxelles-Brussel
823.0,Hombeeksesteenweg ,323.0,2800.0,Mechelen,Antwerpen
824.0,Eggestraat,1.0,2800.0,MECHELEN,Antwerpen
828.0,Rue du Marquis,5.0,6220.0,Fleurus,Hainaut
829.0,Rue du Marquis,,6220.0,Fleurus,Hainaut
831.0,Avenue du Général Jadot,11.0,1360.0,Perwez,Brabant Wallon
832.0,Square de Fré ,1.0,1180.0,Bruxelles,Bruxelles-Brussel
833.0,Rue des Sables ,20.0,1000.0,Bruxelles,Bruxelles-Brussel
834.0,Bourgetlaan ,42.0,1130.0,Bruxelles,Bruxelles-Brussel
835.0,Bourgetlaan,42.0,1130.0,Bruxelles,Bruxelles-Brussel
836.0,Bourgetlaan ,42.0,1130.0,Bruxelles,Bruxelles-Brussel
837.0,Bourgetlaan ,42.0,1130.0,Bruxelles,Bruxelles-Brussel
838.0,Mercuriusstraat,27.0,1930.0,Nossegem,Vlaams-Brabant
839.0,Generaal Lemanstraat,69.0,2018.0,Antwerpen,Antwerpen
840.0,Quai des Vennes,14.0,4020.0,Liège,Liège
841.0,Einde Were,106.0,9000.0,Gent,Oost-Vlaanderen
842.0,Woluwedal,102.0,1200.0,Bruxelles,Bruxelles-Brussel
843.0,Industriepark,3.0,3290.0,Diest,Vlaams-Brabant
844.0,Zone Industrielle Feluy C ,,7181.0,Seneffe,Hainaut
845.0,Havenlaan ,12.0,3980.0,Tessenderlo,Limburg
846.0,Rue Mondron,40.0,6042.0,Lodelinsart,Hainaut
846.0,Rue Pige-au-Croly,157.0,6042.0,Charleroi,Hainaut
847.0,Rue Mondron ,40.0,6042.0,Lodelinsart,Hainaut
847.0,Rue Pige-au-Croly,157.0,6042.0,CHARLEROI,Hainaut
848.0,Pr. Kennedypark,2.0,8500.0,Kortrijk,West-Vlaanderen
849.0,Statiestraat,11.0,2560.0,Nijlen,Antwerpen
850.0,Schoolstraat,30.0,2590.0,Berlaar,Antwerpen
861.0,Schoonmansveld,28.0,2870.0,Puurs,Antwerpen
862.0,Avenue Circulaire,3.0,1180.0,Bruxelles,Bruxelles-Brussel
863.0,Rue de l Environnement,8.0,4100.0,Seraing,Liège
864.0,Kapelledreef ,4.0,9960.0,Assenede,Oost-Vlaanderen
865.0,Kasteelstraat ,3.0,9960.0,Assenede,Oost-Vlaanderen
866.0,3è Avenue,25.0,4040.0,Herstal,Liège
867.0,Voie de Liège ,33.0,4040.0,Herstal,Liège
869.0,Rue du Clémarais,,6790.0,Aubange,Luxembourg
871.0,Slakweidestraat,31.0,3630.0,Maasmechelen,Limburg
873.0,Rue Cardinal Mercier,100.0,7711.0,Dottignies,Hainaut
874.0,Rue Père Damien ,2.0,7700.0,Mouscron,Hainaut
875.0,Rue J. Dechamps ,9.0,1300.0,Wavre,Brabant Wallon
876.0,Rue J. Dechamps,9.0,1300.0,WAVRE,Brabant Wallon
877.0,Avenue de la Couronne ,224.0,1050.0,Bruxelles,Bruxelles-Brussel
878.0,Prinsenstraat ,3.0,1850.0,Grimbergen,Vlaams-Brabant
881.0,Avenue Bouchout ,10.0,1020.0,Bruxelles,Bruxelles-Brussel
882.0,ZI Avenue de Spirou ,23.0,6220.0,Fleurus,Hainaut
883.0,Rue des Sols,25.0,1000.0,Bruxelles,Bruxelles-Brussel
885.0,Gouverneur Bovesse,74.0,5100.0,Jambes,Namur
886.0,Port de herstal Pré Wigi ,20.0,4040.0,Herstal,Liège
887.0,Avenue Oscar Jespers,75.0,1200.0,Bruxelles,Bruxelles-Brussel
889.0,Avenue Oscar Jespers,75.0,1200.0,Bruxelles,Bruxelles-Brussel
891.0,Avenue Adile ,1.0,1310.0,La hulpe,Brabant Wallon
892.0,Avenue Solvay ,81.0,1310.0,La hulpe,Brabant Wallon
893.0,Avenue Solvay ,81.0,1310.0,La hulpe,Brabant Wallon
894.0,Chaussée de Bruxelles ,135.0,1310.0,La hulpe,Brabant Wallon
895.0,Avenue de l Astronomie,14.0,1210.0,Bruxelles,Bruxelles-Brussel
896.0,Hoogbul ,1.0,2250.0,Olen,Antwerpen
898.0,Av. Ch. Thielemans ,93.0,1150.0,Bruxelles,Bruxelles-Brussel
938.0,Rue du Châtelet,206.0,6030.0,MARCHIENNE-AU-PONT,Hainaut
939.0,Livingstonelaan,6.0,1000.0,Brussel,Bruxelles-Brussel
940.0,Av. de Tervuren ,2.0,1040.0,Bruxelles,Bruxelles-Brussel
941.0,Op  t Zand,51.0,3971.0,Leopoldsburg,Limburg
942.0,Caïmolaan,118.0,3971.0,Leopoldsburg,Limburg
943.0,De Witteln.,4.0,3971.0,Leopoldsburg,Limburg
944.0,Groenstraat,5.0,3980.0,Tessenderlo,Limburg
946.0,Villa-Hermosa,1.0,1000.0,Brussel,Bruxelles-Brussel
947.0,Jubelpark,10.0,1000.0,Brussel,Bruxelles-Brussel
950.0,Guido Gezellestraat,1.0,8970.0,Poperinge,West-Vlaanderen
951.0,Ouderdomseweg,3.0,8970.0,Poperinge,West-Vlaanderen
952.0,Havendoklaan,,1800.0,Vilvoorde,Vlaams-Brabant
