id,address,number,postal_code,municipality,province
1965.0,Leuvensesteenweg ,,3290.0,Diest,Vlaams-Brabant
1966.0,Parklaan,,2300.0,Turnhout,Antwerpen
1967.0,Rootenstraat ,8.0,3600.0,Genk,Limburg
1968.0,Gentsesteenweg ,524.0,8793.0,Sint-Eloois-Vijve,West-Vlaanderen
1969.0,Romeinsesteenweg,440.0,1853.0,Strombeek-Bever,Vlaams-Brabant
1970.0,De Robianostraat,155.0,2150.0,Borsbeek,Antwerpen
1971.0,Paul Gilsonlaan,455.0,1620.0,Drogenbos,Vlaams-Brabant
1972.0,Oudebareelstraat,85.0,9041.0,Oostakker,Oost-Vlaanderen
1973.0,Zwijndrechtsestraat,151.0,2070.0,Burcht,Antwerpen
1974.0,Wezembeeklaan,114.0,1950.0,Kraainem,Vlaams-Brabant
1975.0,Zemstbaan,208.0,2800.0,Zemst,Antwerpen
1976.0,Vlinderlaan,3360.0,3360.0,Korbeek-Lo,Vlaams-Brabant
1977.0,Strandlaan,19.0,8670.0,Koksijde,West-Vlaanderen
1978.0,Rue de Clairefontaine,1.0,6700.0,Arlon,Luxembourg
1979.0,Chée de Liège,41.0,6900.0,Marche-en-Famenne,Luxembourg
1980.0,Rue de Mairie,6.0,7503.0,Froyennes,Hainaut
1981.0,Rue de la Station,1.0,6110.0,Montigny-le-Tilleul,Hainaut
1982.0,Rue Brasse Compagne,1.0,4040.0,Herstal,Liège
1983.0,Rue du Passage d Eau,2.0,4400.0,Flémalle,Liège
1984.0,Avenue Mon Bijou,10.0,4960.0,Malmédy,Liège
1985.0,Rue de Tahon,16.0,6041.0,Gosselies,Hainaut
1986.0,Chée de Mons,21.0,7100.0,Haine-Saint-Pierre,Hainaut
1987.0,Avenue Prince de Liège,,5100.0,Jambes,Namur
1988.0,Rue Jean Jaures,33.0,4430.0,Ans,Liège
1989.0,Bv. De L Europe,3.0,1301.0,Bierges,Brabant Wallon
1990.0,Av. Charles Quint,560.0,1082.0,Bruxelles,Bruxelles-Brussel
1991.0,Rue de la Guelenne,1.0,7060.0,Soignies,Hainaut
1992.0,Chée de Dinant,1137.0,5100.0,Wépion,Namur
1993.0,Rue de la Clef,20.0,4620.0,Fléron,Liège
1994.0,Bv. Du Souverain,240.0,1160.0,Bruxelles,Bruxelles-Brussel
1995.0,Av. Des Olympiades,20.0,1140.0,Bruxelles,Bruxelles-Brussel
1996.0,Av. Des Olympiades,20.0,1140.0,Bruxelles,Bruxelles-Brussel
1997.0,Av. Des Olympiades,20.0,1140.0,Bruxelles,Bruxelles-Brussel
1998.0,Rue du Condroz,16.0,4100.0,Boncelles,Liège
1999.0,Quai Des Vennes,1.0,4020.0,Liège,Liège
2000.0,Place de Grand Près,1.0,7000.0,Mons,Hainaut
2001.0,Chée de Charleroi,579.0,1410.0,Waterloo,Brabant Wallon
2002.0,Rue Neuve,123.0,1000.0,Bruxelles,Bruxelles-Brussel
2003.0,Drève De Richelle,10.0,1410.0,Waterloo,Brabant Wallon
2004.0,Av. Du Park,20.0,7700.0,Mouscron,Hainaut
2005.0,Cours St-Michel,80.0,1040.0,Bruxelles,Bruxelles-Brussel
2006.0,Av. Frères Legrain,75.0,1150.0,Bruxelles,Bruxelles-Brussel
2007.0,Rue Gatti De Gamond,60.0,1180.0,Bruxelles,Bruxelles-Brussel
2008.0,Chée De Waterloo,609.0,1050.0,Bruxelles,Bruxelles-Brussel
2009.0,Rue Tomberg,,1200.0,Bruxelles,Bruxelles-Brussel
2010.0,Chée de Boondael,442.0,1050.0,Bruxelles,Bruxelles-Brussel
2011.0,Av. Marius Renard,21.0,1070.0,Bruxelles,Bruxelles-Brussel
2013.0,Schoebroeckstraat,50.0,3583.0,Paal,Limburg
2014.0,Rue de la Loi,16.0,1000.0,Bruxelles,Bruxelles-Brussel
2015.0,Rue de la Loi,18.0,1000.0,Bruxelles,Bruxelles-Brussel
2017.0,Rode Kruislaan,20.0,2400.0,MOL,Antwerpen
2018.0,Rode Kruislaan,20.0,2400.0,MOL,Antwerpen
2019.0,Rode Kruislaan,20.0,2400.0,MOL,Antwerpen
2020.0,Molenhoekstraat,2.0,2400.0,MOL,Antwerpen
2023.0,Rue de la Bruyère ,,1315.0,Incourt,Brabant Wallon
2024.0,Rue Aily,1.0,4431.0,Loncin,Liège
2025.0,Rue des Thermes Romains,7.0,6700.0,Arlon,Luxembourg
2027.0,Rue de la Ferme,39.0,5020.0,Flawinne,Namur
2028.0,Rue de Bruxelles,4.0,4800.0,Verviers,Liège
2029.0,Rue de Bruxelles,4.0,4800.0,Verviers,Liège
2030.0,Dorpstraat,67.0,2811.0,Leest,Antwerpen
2031.0,Leliestraat,32.0,2800.0,MECHELEN,Antwerpen
2032.0,Winketkaai,32.0,2800.0,MECHELEN,Antwerpen
2033.0,Boutersemstraat,57.0,2800.0,MECHELEN,Antwerpen
2035.0,Leeweg,25.0,9270.0,LAARNE,Oost-Vlaanderen
2039.0,Fort II straat,,2160.0,Wommelgem,Antwerpen
2040.0,Avenue des Chênes,40.0,6001.0,Marcinelle,Hainaut
2041.0,Lammerdries,55.0,2250.0,Olen,Antwerpen
2042.0,Antwerpseweg,15.0,2340.0,Beerse,Antwerpen
2043.0,Janssen Pharmaceuticalaan,3.0,2440.0,Geel,Antwerpen
2046.0,Turnhoutseweg,30.0,2340.0,Beerse,Antwerpen
2047.0,Turnhoutseweg,30.0,2340.0,Beerse,Antwerpen
2048.0,Turnhoutseweg,30.0,2340.0,Beerse,Antwerpen
2051.0,Loenhoutseweg,59.0,2320.0,Hoogstraten,Antwerpen
2052.0,Paenhuisstraat,13.0,3770.0,Riemst,Limburg
2053.0,Reeckervelt,3.0,3770.0,RIEMST,Limburg
2054.0,St. JANSSTRAAT,8.0,3770.0,RIEMST,Limburg
2055.0,Bampstraat,8.0,3770.0,RIEMST,Limburg
2056.0,Statieplein ,,3770.0,RIEMST,Limburg
2057.0,Route de Forrières,3.0,5580.0,Jemelle,Namur
2058.0,Route de Forrières,3.0,5580.0,Jemelle,Namur
2059.0,Route de Forrières,3.0,5580.0,Jemelle,Namur
2060.0,Rue Aily,1.0,4431.0,LONCIN,Liège
2061.0,Rue Aily,1.0,4431.0,LONCIN,Liège
2062.0,Tervuursesteenweg,173.0,1820.0,Steenokkerzeel,Vlaams-Brabant
2063.0,Avenue de l Espace Sport,4.0,4620.0,Fléron,Liège
2064.0,Rue F. Lapierre,19.0,4620.0,Fléron,Liège
2065.0,Dijkstraat,1.0,3150.0,Wespelaar,Vlaams-Brabant
2066.0,Markt,17.0,3150.0,HAACHT,Vlaams-Brabant
2067.0,Kruineikestraat,2.0,3150.0,Tildonk,Vlaams-Brabant
2068.0,Pastoriestraat,50.0,3150.0,Haacht,Vlaams-Brabant
2069.0,Kapelstraat,8.0,2540.0,Hove,Antwerpen
2070.0,Rene Verbeecklaan,3.0,2540.0,HOVE,Antwerpen
2071.0,Paul van Ostayenlaan,2.0,2540.0,HOVE,Antwerpen
2072.0,Avenue Mercury - ZI de Petit Rechain,,4800.0,Petit-Rechain,Liège
2073.0,Rue César Frank,163.0,4851.0,Gemmenich,Liège
2074.0,Nieuwmoer dorp,10.0,2920.0,Kalmthout,Antwerpen
2075.0,Brasschaatsteenweg,35.0,2920.0,KALMTHOUT,Antwerpen
2076.0,Willy Vandensteenplein ,,2920.0,KALMTHOUT,Antwerpen
2077.0,Pastoor Weytslaan ,,2920.0,KALMTHOUT,Antwerpen
2084.0,Haachtsesteenweg,579.0,1030.0,Bruxelles,Bruxelles-Brussel
2087.0,Campus Blairon,800.0,2300.0,Turnhout,Antwerpen
2088.0,Lepelstraat,2.0,2290.0,Vorselaar,Antwerpen
2089.0,Kleinhoefstraat,4.0,2440.0,Geel,Antwerpen
2090.0,Birminghamstraat,221.0,1070.0,Brussel,Bruxelles-Brussel
2091.0,Fonsnylaan,40.0,1060.0,Brussel,Bruxelles-Brussel
2092.0,Triomflaan,173.0,1160.0,Brussel,Bruxelles-Brussel
2094.0,Baron Tibbautstraat,29.0,9290.0,Berlare,Oost-Vlaanderen
2095.0,Place de la Gare,,6800.0,Libramont-Chevigny,Luxembourg
2096.0,Bd. Ernest Mélot,23.0,5000.0,Namur,Namur
2097.0,Rue Aily,1.0,4431.0,Ans,Liège
2098.0,Rue Aily,1.0,4431.0,Ans,Liège
2099.0,Route d Ougrée,,4031.0,Angleur,Liège
2100.0,Rue Impasse Herman,,4840.0,Welkenraedt,Liège
2101.0,Rue Impasse Herman,,4347.0,Voroux-Goreux,Liège
2102.0,Place d Astedon,,5000.0,NAMUR,Namur
2103.0,Bd Ernest Mélot,23.0,5000.0,NAMUR,Namur
2104.0,Rue de Lesterny,,6953.0,Forrières,Luxembourg
2105.0,Chemin des Allemands,,6700.0,Arlon,Luxembourg
2106.0,Markt,12.0,2440.0,Geel,Antwerpen
2107.0,Doorniksewijk,,8500.0,Kortrijk,West-Vlaanderen
2108.0,Werkhuizenkaai,,1000.0,Brussel,Bruxelles-Brussel
2109.0,Blarenberglaan,,2800.0,Mechelen,Antwerpen
2110.0,Blv. de la Woluwe ,28.0,1150.0,Bruxelles,Bruxelles-Brussel
2122.0,Stationsplein,5.0,8000.0,Brugge,West-Vlaanderen
2123.0,Veldstraat,83.0,2060.0,Antwerpen,Antwerpen
2126.0,Bergensesteenweg,713.0,1600.0,Sint-Pieters-Leeuw,Vlaams-Brabant
2127.0,Keibergstraat,50.0,3300.0,Tienen,Vlaams-Brabant
2128.0,Populierenlaan,20.0,8430.0,Middelkerke,West-Vlaanderen
2129.0,Scheldestraat,122.0,1080.0,Brussel,Bruxelles-Brussel
2130.0,Naamsesteenweg,955.0,3001.0,Heverlee,Vlaams-Brabant
2131.0,Hertogstraat,178.0,3001.0,HEVERLEE,Vlaams-Brabant
2132.0,Weerstandsplein,2.0,3290.0,Diest,Vlaams-Brabant
2133.0,Jozef Huysmanslaan,53.0,1651.0,Lot,Vlaams-Brabant
2134.0,Granbonpré,,1348.0,Louvain-la-Neuve,Brabant Wallon
2135.0,Rue du Prum,,4780.0,Saint-Vith,Liège
2136.0,Rue Bourrie,12.0,5300.0,Andenne,Namur
2137.0,Rue du Bosquet,4.0,1348.0,Louvain-la-Neuve,Brabant Wallon
2138.0,Eggestraat,1.0,2800.0,Mechelen,Antwerpen
2139.0,Westendelaan,1.0,8434.0,Middelkerke,West-Vlaanderen
2140.0,Boulevard d Avroy,38.0,4000.0,Liège,Liège
2141.0,Rue Traversière,21.0,1210.0,Bruxelles,Bruxelles-Brussel
2143.0,Smalleheerweg,31.0,9000.0,GENT,Oost-Vlaanderen
2144.0,Smalleheerweg,31.0,9000.0,GENT,Oost-Vlaanderen
2145.0,Boulevard du Régent,37.0,1000.0,Bruxelles,Bruxelles-Brussel
2146.0,Avenue du Stade,19.0,4910.0,Theux,Liège
2147.0,Industrieweg,,3190.0,Boortmeerbeek,Vlaams-Brabant
2148.0,Kanaalweg ,112.0,3980.0,Tessenderlo,Limburg
2149.0,De Keetlaan ,,1831.0,Diegem,Vlaams-Brabant
2150.0,Egide Walschaertsstraat,,2800.0,Mechelen,Antwerpen
2152.0,Hoveniersstraat,,2018.0,Antwerpen,Antwerpen
2153.0,Industrielaan,13.0,2250.0,Olen,Antwerpen
2154.0,Rue du rivage,,4040.0,Herstal,Liège
2155.0,Zwembadstraat,7.0,9620.0,Zottegem,Oost-Vlaanderen
2156.0,Philipssite,6.0,3001.0,Leuven,Vlaams-Brabant
2157.0,Av. D Hougoumont,14.0,1180.0,Bruxelles,Bruxelles-Brussel
2158.0,Place Crombez ,,7500.0,Tournai,Hainaut
2159.0,Chemin des Ardoisières,100.0,6880.0,Bertrix,Luxembourg
2160.0,Av. Werihet,63.0,4020.0,Liège,Liège
2161.0,Rue Carl Grun,150.0,4800.0,Verviers,Liège
2162.0,Place d Arles,,4800.0,VERVIERS,Liège
2163.0,Eikelaarstraat,33.0,3600.0,Genk,Limburg
2164.0,Eikelaarstraat,33.0,3600.0,GENK,Limburg
2165.0,Rue d Horrues,63.0,7090.0,Braine-le-Comte,Hainaut
2166.0,Rue du Poseur,13.0,7090.0,BRAINE-LE-COMTE,Hainaut
2167.0,Sportstraat,,9820.0,Merelbeke,Oost-Vlaanderen
2169.0,Koningin Maria-Hendrikaplein,1.0,9000.0,Gent,Oost-Vlaanderen
2170.0,Ieperstraat,12.0,8400.0,Oostende,West-Vlaanderen
2171.0,Rue Belliard,49.0,1000.0,Bruxelles,Bruxelles-Brussel
2172.0,Rue Montoyer,46.0,1000.0,Bruxelles,Bruxelles-Brussel
2173.0,Chaussée de la Hulpe,166.0,1170.0,Bruxelles,Bruxelles-Brussel
2176.0,Rue Emile Vandervelde,131.0,4431.0,Loncin,Liège
2177.0,Rue Prévôchamps,78.0,4860.0,Pepinster,Liège
2178.0,Rue Guillaume Charlier,132.0,7500.0,Tournai,Hainaut
2179.0,Bedrijvenlaan ,9.0,2800.0,Mechelen,Antwerpen
2180.0,Square Franklin Roosvelt,14.0,7000.0,Mons,Hainaut
2181.0,Quai de la Gare du Sud,,6000.0,Charleroi,Hainaut
2182.0,Square des Martyrs du 18 août,,6000.0,Charleroi,Hainaut
2183.0,Rue de Brivioulle,10.0,4260.0,Braives,Liège
2184.0,Rue de Dreye,,4260.0,Fallais,Liège
2185.0,Elshoutbaan,17.0,2930.0,Brasschaat,Antwerpen
2186.0,Rue du Progrès,76.0,1030.0,Bruxelles,Bruxelles-Brussel
2187.0,Rue du Progrès,76.0,1030.0,Bruxelles,Bruxelles-Brussel
2188.0,Europakruispunt,2.0,1000.0,Bruxelles,Bruxelles-Brussel
2189.0,Europakruispunt,2.0,1000.0,Bruxelles,Bruxelles-Brussel
2190.0,Rue Fonsny,,1060.0,Brussel,Bruxelles-Brussel
2191.0,FONSNYLAAN,,1060.0,Brussel,Bruxelles-Brussel
2192.0,Rodderveldlaan,4.0,2600.0,Berchem,Antwerpen
2193.0,Kortrijksestraat,174.0,8520.0,Kuurne,West-Vlaanderen
2194.0,Place Montesquieu,2.0,1348.0,Louvain-la-Neuve,Brabant Wallon
2195.0,Balgerhoeke,,9900.0,Eeklo,Oost-Vlaanderen
2196.0,Burg. Lionel Pussemierstraat,157.0,9900.0,EEKLO,Oost-Vlaanderen
2197.0,Industrielaan,2.0,9900.0,EEKLO,Oost-Vlaanderen
2198.0,Herbakkersplein gvel academie ,,9900.0,EEKLO,Oost-Vlaanderen
2199.0,Schietpoelstraat,9.0,9900.0,EEKLO,Oost-Vlaanderen
2200.0,Zuidmoerstraat,136.0,9900.0,EEKLO,Oost-Vlaanderen
2201.0,Markt,34.0,9900.0,EEKLO,Oost-Vlaanderen
2204.0,Tijgerstraat,,9000.0,Gent,Oost-Vlaanderen
2205.0,X. De Cocklaan,68.0,9830.0,Sint-Martens-Latem,Oost-Vlaanderen
2206.0,Rue Louis Blériot,24.0,6041.0,Gosselies,Hainaut
2208.0,Rue Neuve,15.0,7972.0,Ellignies-Sainte-Anne,Hainaut
2209.0,Stokerijstraat,79.0,2110.0,Wijnegem,Antwerpen
2210.0,Kouterstraat,1.0,9270.0,Laarne,Oost-Vlaanderen
2211.0,Prins Albertlaan,12.0,8870.0,Izegem,West-Vlaanderen
2212.0,Noordkaai,13.0,8870.0,IZEGEM,West-Vlaanderen
2213.0,Brusselsesteenweg,494.0,1731.0,Zellik,Vlaams-Brabant
2214.0,Grand Place,,5060.0,Sambreville,Namur
2215.0,Avenue Sergent Vrithoff ,2.0,5000.0,Namur,Namur
2216.0,Rue M. Bourtonbourt,2.0,5000.0,Namur,Namur
2217.0,Rue Grande ,37.0,5500.0,Dinant,Namur
2218.0,Avenue Golenvaux ,3.0,5000.0,Namur,Namur
2219.0,Rue du Marché Couvert,3.0,5590.0,Ciney,Namur
2220.0,Allée du 125ème Régiment d Infanterie,,5650.0,Walcourt,Namur
2221.0,Place Saint-Aubain,2.0,5000.0,Namur,Namur
2222.0,Imperiastraat ,18.0,1930.0,Zaventem,Vlaams-Brabant
2223.0,Rue Ernest Laurent ,,1420.0,Braine-l Alleud,Brabant Wallon
2226.0,Rue du Parc Industriel ,33.0,5590.0,Achêne,Namur
2227.0,Gemeenteplein ,1.0,2580.0,Putte,Antwerpen
2228.0,Rue de la Carbo,10.0,7333.0,Tertre,Hainaut
2229.0,Rue de la Carbo,10.0,7333.0,TERTRE,Hainaut
2230.0,Rue de la Carbo,10.0,7333.0,TERTRE,Hainaut
2231.0,Rue des Phlox,28.0,5100.0,Namur,Namur
2232.0,Salzinnes-les-Moulins,297.0,5000.0,NAMUR,Namur
2233.0,Chemin des Archiducs,32.0,5100.0,Wépion,Namur
2234.0,Rue des Dames Blanches,13.0,5000.0,NAMUR,Namur
2235.0,Gabriel de Moriamé,11.0,5020.0,Malonne,Namur
2236.0,Rue de l Espérance,84.0,6061.0,Montignies-sur-Sambre,Hainaut
2237.0,Rue du Bosquet,12.0,1400.0,Nivelles,Brabant Wallon
2244.0,Avenue César Snoeck,51.0,9600.0,Renaix,Oost-Vlaanderen
2246.0,Hardstraat,12.0,1970.0,Wezembeek-Oppem,Vlaams-Brabant
2247.0,Hardstraat,12.0,1970.0,WEZEMBEEK-OPPEM,Vlaams-Brabant
2249.0,Lombardstraat ,61.0,1000.0,Brussel,Bruxelles-Brussel
2250.0,Ichtegemstraat,2.0,8610.0,Kortemark,West-Vlaanderen
2251.0,Vlamingveld,40.0,8490.0,Jabbeke,West-Vlaanderen
2252.0,Prins Boudewijnlaan,,2550.0,Kontich,Antwerpen
2254.0,A. De Cockstraat,1.0,9470.0,DENDERLEEUW,Oost-Vlaanderen
2255.0,Walleken,12.0,9470.0,DENDERLEEUW,Oost-Vlaanderen
2256.0,Chaussée de Louvain,,1140.0,Bruxelles,Bruxelles-Brussel
2257.0,Laageind,91.0,2940.0,Stabroek,Antwerpen
2258.0,Mechelsesteenweg ,180.0,2018.0,Antwerpen,Antwerpen
2259.0,Rue Provinciale,,7760.0,CellesHt.),Hainaut
2261.0,Sint-Maurusstraat,2.0,3220.0,Holsbeek,Vlaams-Brabant
2262.0,Rue du Banière,,6762.0,Saint-Mard,Luxembourg
2263.0,Rue Faubourg d Arival,63.0,6760.0,Virton,Luxembourg
2264.0,Drève d Argenteuil ,23.0,1410.0,Waterloo,Brabant Wallon
2265.0,Diestsesteenweg,3.0,3010.0,Kessel-Lo,Vlaams-Brabant
2266.0,Draakplaats,,2140.0,Borgerhout,Antwerpen
2267.0,Draakplaats,,2140.0,Borgerhout,Antwerpen
2268.0,Naamloze weg,,3500.0,Hasselt,Limburg
2271.0,Kronenburgstraat,43.0,2000.0,Antwerpen,Antwerpen
2272.0,Rue du Debarcadere,61.0,6001.0,Marcinelle,Hainaut
2278.0,Rue de la Ferme du Plagniau,,1331.0,Rosières,Brabant Wallon
2279.0,Rue de Tilleul,50.0,1332.0,Genval,Brabant Wallon
2280.0,Rue Surroyseux,,4577.0,Bierset,Liège
2281.0,Allée du 125 ème Régiment d Infanterie,1.0,5650.0,Walcourt,Namur
2282.0,Poverstraat,,1731.0,Asse,Vlaams-Brabant
2283.0,Rue Fontaine Ennet,2.0,6880.0,Bertrix,Luxembourg
2284.0,Boulevard De Lauzelle,65.0,1348.0,Louvain-la-Neuve,Brabant Wallon
2285.0,Industriepark Kwatrecht Neerhonderd,16.0,9230.0,Wetteren,Oost-Vlaanderen
2286.0,Rue du Sart,11.0,4210.0,Marneffe,Liège
2287.0,Rue de la Gendarmerie,5.0,6971.0,Champlon,Luxembourg
2288.0,Rue du Christ,16.0,6830.0,Bouillon,Luxembourg
2289.0,Rue du Parc,21.0,6870.0,Saint-Hubert,Luxembourg
2290.0,Rue du Parc,21.0,6870.0,Saint-Hubert,Luxembourg
2291.0,Rue de la Cité,18.0,4360.0,Oreye,Liège
2292.0,Avenue Bouvier,5.0,6760.0,Virton,Luxembourg
2294.0,Rue Meylemeersch,72.0,1070.0,Bruxelles,Bruxelles-Brussel
2295.0,Route du Condroz,541.0,4031.0,Angleur,Liège
2296.0,Avenue Joseph Hanse,6.0,5150.0,Floreffe,Namur
2297.0,Avenue du Stade,23.0,7110.0,Houdeng-Goegnies,Hainaut
2299.0,Rue St. Isidore,,6900.0,Marche-en-Famenne,Luxembourg
2300.0,Rue de Dinant,23.0,5570.0,Beauraing,Namur
2301.0,Rue de Dinant,23.0,5570.0,Beauraing,Namur
2302.0,Rue de la Tannerie,7.0,4960.0,Malmédy,Liège
2303.0,Rue Chemin de Hoevel ,18.0,4837.0,BaelenLg.),Liège
2304.0,Route de Gembloux ,318.0,5310.0,Aische-en-Refail,Namur
2305.0,Rue du Forbot,32.0,5520.0,Onhaye,Namur
2306.0,Rue Fauvettes,6.0,7911.0,Frasnes-lez-Buissenal,Hainaut
2307.0,Rue Fauvettes,6.0,7911.0,Frasnes-lez-Buissenal,Hainaut
2309.0,Place Hotel de Ville ,1.0,7911.0,Frasnes-lez-Buissenal,Hainaut
2310.0,Rue de St. Hubert,14.0,5590.0,Ciney,Namur
2311.0,Rue de St. Hubert,1.0,5590.0,Ciney,Namur
2312.0,Rue du Château,3.0,6940.0,Grandhan,Luxembourg
2313.0,Rue de la Mécanique,56.0,6820.0,Florenville,Luxembourg
2314.0,Chemin du Stade,,6960.0,Manhay,Luxembourg
2315.0,Chemin du Benike,,6960.0,MANHAY,Luxembourg
2316.0,Chemin de la Salle ,2.0,6960.0,MANHAY,Luxembourg
2317.0,Voie de la Libération ,4.0,6960.0,MANHAY,Luxembourg
2318.0,Rue Simon,,7600.0,Péruwelz,Hainaut
2319.0,Rue des Arzières,10.0,6440.0,Froidchapelle,Hainaut
2320.0,Rue Bâtiment 717,717.0,7010.0,Mons,Hainaut
2321.0,Katelijnestraat,65.0,8000.0,Brugge,West-Vlaanderen
2322.0,Rue de la Vièrge Noire,32.0,1000.0,Brussel,Bruxelles-Brussel
2323.0,Lange Kievitstraat,145.0,2018.0,Antwerpen,Antwerpen
2324.0,Luithagen - Haven,6.0,2030.0,Antwerpen,Antwerpen
2325.0,Nederkouter,24.0,9000.0,Gent,Oost-Vlaanderen
2326.0,Goudenleeuwplein,5.0,9000.0,Gent,Oost-Vlaanderen
2327.0,Sint-Jacobstraat,15.0,8900.0,Ieper,West-Vlaanderen
2328.0,Maria Popelinplantsoen ,4.0,8000.0,BRUGGE,West-Vlaanderen
2329.0,Katelijnestraat ,,8000.0,BRUGGE,West-Vlaanderen
2330.0,Rue de Nil,33.0,1450.0,Chastre-Villeroux-Blanmont,Brabant Wallon
2331.0,Avenue de Lauzelle,61.0,1348.0,LOUVAIN-LA-NEUVE,Brabant Wallon
2332.0,Rue du Premiers Lanciers,10.0,5000.0,Namur,Namur
2333.0,Brusselsestraat,52.0,3000.0,Leuven,Vlaams-Brabant
2334.0,Vuurkruisenlaan,4.0,3000.0,Leuven,Vlaams-Brabant
2336.0,Bessenveldstraat,17.0,1831.0,Diegem,Vlaams-Brabant
2337.0,L. Da Vincilaan,25.0,1831.0,Diegem,Vlaams-Brabant
2338.0,Jules Bordetlaan,74.0,1140.0,Brussel,Bruxelles-Brussel
2339.0,Chaussée Romaine,572.0,1853.0,Strombeek-Bever,Vlaams-Brabant
2340.0,Rue Joseph Plateau,2.0,1000.0,Bruxelles,Bruxelles-Brussel
2341.0,Rue d Angleterre,2.0,1060.0,Bruxelles,Bruxelles-Brussel
2342.0,Avenue de la Toison d Or,40.0,1050.0,Bruxelles,Bruxelles-Brussel
2343.0,Boulevard Anspach,20.0,1000.0,Bruxelles,Bruxelles-Brussel
2344.0,Place Jourdan,1.0,1040.0,Bruxelles,Bruxelles-Brussel
2345.0,Rue du Marché aux Herbes ,100.0,1000.0,Bruxelles,Bruxelles-Brussel
2346.0,Luithagen-Haven,6.0,2030.0,Antwerpen,Antwerpen
2347.0,Meistraat,39.0,2000.0,Antwerpen,Antwerpen
2348.0,Van Beethovenstraat,1.0,2800.0,Mechelen,Antwerpen
2349.0,Vliegtuiglaan,21.0,9000.0,Gent,Oost-Vlaanderen
2350.0,Limburgstraat,2.0,9000.0,Gent,Oost-Vlaanderen
2351.0,Kunstlaan,56.0,1000.0,Brussel,Bruxelles-Brussel
2352.0,Rue de Marché aux Herbes,120.0,1000.0,Bruxelles,Bruxelles-Brussel
2353.0,Rue de l Arbre Courte Joie,380.0,4000.0,Liège,Liège
2354.0,Stationsstraat,,2800.0,Mechelen,Antwerpen
2355.0,Archimedesstraat,7.0,8400.0,Oostende,West-Vlaanderen
2356.0,Florent Boclinville,62.0,4041.0,Vottem,Liège
2357.0,Rue Drève Olympique,11.0,1070.0,Bruxelles,Bruxelles-Brussel
2358.0,Avenue des Puddleurs,53.0,4100.0,Seraing,Liège
2359.0,Rue de la Belle Jardinière,115.0,4031.0,Angleur,Liège
2360.0,Bld de la Woluwe ,46.0,1200.0,Bruxelles,Bruxelles-Brussel
2361.0,Rue du Stade,,6880.0,Bertrix,Luxembourg
2362.0,Rue des Glacis,417.0,4000.0,Liège,Liège
2363.0,Rue Saint Amour,1.0,6940.0,Durbuy,Luxembourg
2364.0,Place St. Walburge 1,1.0,4000.0,Liège,Liège
2365.0,Rue des Stade,,6790.0,Aubange,Luxembourg
2366.0,Rue Bourcy 460,460.0,6600.0,Bastogne,Luxembourg
2367.0,Rue Au Monument - Remichampagne,,6640.0,Vaux-sur-Sûre,Luxembourg
2368.0,Avenue du Suffrage Universel,,1030.0,Bruxelles,Bruxelles-Brussel
2369.0,Bergakker,,2350.0,Vosselaar,Antwerpen
2370.0,PI ZONE C Rue Jules Bordet,,7180.0,Seneffe,Hainaut
2371.0,Garenmarkt,10.0,8000.0,Brugge,West-Vlaanderen
2372.0,Rond-Point J.B. Meura,1.0,7600.0,Péruwelz,Hainaut
2373.0,Chemin du Hays,,6840.0,Neufchâteau,Luxembourg
2374.0,Rue de l Eglise,31.0,4100.0,Boncelles,Liège
2375.0,Chapelle des Anges,,4890.0,Thimister,Liège
2376.0,Rue de Marennevestiaire,,6990.0,Hotton,Luxembourg
2377.0,Rue du Herbeau,,6900.0,Marche-en-Famenne,Luxembourg
2378.0,Dessous la Ville,88.0,6800.0,Saint-Pierre,Luxembourg
2379.0,De Smet de Naeyerlaan ,145.0,1090.0,Brussel,Bruxelles-Brussel
2380.0,J.J. Crocqlaan,52.0,1090.0,Brussel,Bruxelles-Brussel
2381.0,Tentoonstellingslaan,,1090.0,Bruxelles,Bruxelles-Brussel
2382.0,Koning Albert I-laan,,8200.0,Sint-Andries,West-Vlaanderen
2383.0,Koning Astridlaan,50.0,3500.0,Hasselt,Limburg
2384.0,Diestsepoort ,6.0,3000.0,Leuven,Vlaams-Brabant
2385.0,Lange Kievitstraat 111-113glvl achter onthaal,,2018.0,Antwerpen,Antwerpen
2386.0,Koningin Fabiolalaan 142,142.0,9000.0,Gent,Oost-Vlaanderen
2387.0,Koningin Fabiolalaan 142,142.0,9000.0,GENT,Oost-Vlaanderen
2388.0,Chantrellstraat 20,20.0,8000.0,Brugge,West-Vlaanderen
2389.0,Chantrellstraat 20,20.0,8000.0,Brugge,West-Vlaanderen
2390.0,Fabrieksstraat 19onthaal,19.0,9520.0,Sint-Lievens-Houtem,Oost-Vlaanderen
2391.0,Avenue du Tennis 1,1.0,4020.0,Liège,Liège
2394.0,"Prins Boudewijnlaan 30begane grond, receptie",,2250.0,Kontich,Antwerpen
2395.0,Korte Moeie,53.0,9900.0,Eeklo,Oost-Vlaanderen
2396.0,Westvaartdijk ,85.0,1850.0,Grimbergen,Vlaams-Brabant
2397.0,Place Saint Lambert ,27.0,4000.0,Liège,Liège
2398.0,Place des Grand Prés,1.0,7000.0,Mons,Hainaut
2399.0,Place des Grand Prés ,1.0,7000.0,Mons,Hainaut
2400.0,Passage Pieter van Aelst ,8.0,9300.0,Aalst,Oost-Vlaanderen
