id,address,number,municipality,latitude,longitude,postal_code,province
1899.0,Rue Granbonpré,11,Mont-Saint-Guibert,50.6603846,4.6413816,1435.0,Brabant Wallon
1900.0,Boulevard d Angleterre,0,Braine-l Alleud,50.6648922,4.3785739,1420.0,Brabant Wallon
1901.0,Place des Sports,1,Louvain-la-Neuve,50.67009,4.599908,1348.0,Brabant Wallon
1902.0,Minderbroedersstraat,11,Heusden-Zolder,51.0438905,5.3156119615651765,3550.0,Limburg
1903.0,Minderbroedersstraat,11,HEUSDEN-ZOLDER,51.0438905,5.3156119615651765,3550.0,Limburg
1904.0,Stadionlaan,4,Kessel-Lo,50.8829423,4.7347375,3010.0,Vlaams-Brabant
1905.0,Aarschotsesteenweg,730,Wilsele,50.9280201,4.7233192,3012.0,Vlaams-Brabant
1906.0,Smalle Heerweg,60,Lochristi,51.09597385,3.808246946212963,9080.0,Oost-Vlaanderen
1907.0,Waasmunstersesteenweg,13,Sint-Niklaas,51.1314625,4.136918142412304,9100.0,Oost-Vlaanderen
1908.0,G. Gezellestraat,51,Waregem,,,8790.0,West-Vlaanderen
1909.0,Keukeldam,52,WAREGEM,50.8874502,3.4361318,8790.0,West-Vlaanderen
1910.0,Keukeldam,17,WAREGEM,50.8873727,3.4350104290322587,8790.0,West-Vlaanderen
1911.0,Nazarethsesteenweg,77,Astene,50.97585665,3.5699439811101574,9800.0,Oost-Vlaanderen
91912.0,avenue de l Astronomie,19,Saint-Josse ten Noode,50.8515064,4.3694896,1210.0,Bruxelles-Brussel
901912.0,Hospitaalstraat,15,Bilzen,50.87149085,5.512890203005515,3740.0,Limburg
1913.0,Zaha Hadidplein,1,Antwerpen,51.241121050000004,4.4075539284596,2030.0,Antwerpen
1914.0,Loodglansstraat,5,Antwerpen,51.2452701,4.40850743649012,2030.0,Antwerpen
1915.0,Hanzestedenplaats,19,Antwerpen,51.2286127,4.4053446,2000.0,Antwerpen
1916.0,Droogdokkenweg,4,Antwerpen,51.2366225,4.4038747,2030.0,Antwerpen
1917.0,Kauwenstein ,0,Antwerpen,51.2774533,4.3312297,2030.0,Antwerpen
1918.0,Blauwhoefstraat,11,Antwerpen,51.3089592,4.3254557,2040.0,Antwerpen
1919.0,Potpolderweg ,0,Antwerpen,51.3448353,4.2863934,2040.0,Antwerpen
1920.0,Steenlandlaan,2,Kallo,51.2495936,4.2501747,9130.0,Oost-Vlaanderen
1921.0,Rue En Feronstrée,82,Liège,,,4000.0,Liège
1922.0,Boulevard Kleyer ,0,Liège,50.6253616,5.5491676,4000.0,Liège
1923.0,Rue de Namur ,0,Liège,50.6559626,5.0779308,4000.0,Liège
1924.0,Rue Natalis,0,Liège,50.6309287,5.5824554,4020.0,Liège
1925.0,Nicolas Squaire,0,Grivegnée,,,4030.0,Liège
1926.0,Beddenstraat,2,Antwerpen,51.21924865,4.402945701701659,2000.0,Antwerpen
1927.0,Hofstraat,8,Kapellen,51.31262985,4.431267865437172,2950.0,Antwerpen
1928.0,Koolmijnlaan,53,Heusden,51.0387089,5.2972545,3550.0,Limburg
1929.0,Liersesteenweg,0,Mortsel,51.1694699,4.4620631,2640.0,Antwerpen
1930.0,Statiestraat,0,Mol,51.1875125,5.1191919,2400.0,Antwerpen
1931.0,Leuvensesteenweg,143,Aarschot,50.9807259,4.821862335175222,3200.0,Vlaams-Brabant
